Key,English,German
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,Sehr gut! Ihre Schädel enthalten eine mysteriöse Energie. Wir müssen sie studieren. Bringe 325 $QUEST_END_ITEM_NAME$ von den Redcloud zurück.
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,In Ordnung… aber diese Magie könnte unsere Verteidigung stärken.
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,Du hast noch nicht genug energiegeladene Schädel. Mach weiter!
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,Ausgezeichnete Arbeit! Diese Schädel sind eine wahre Quelle der Macht.
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,Die Zähne des Teufels
PROPQUEST_REQUESTBOX_INC_020088,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.,"Eine seltsame Verderbnis breitet sich durch Kaillun aus, während sich die Teufelsgeister vermehren. Ihre Zähne enthalten eine dämonische Essenz, die die Weisen versiegeln möchten."
PROPQUEST_REQUESTBOX_INC_020089,Be brave! The Devil Spirits are growing in number. Their teeth must be sealed. Bring back 325 $QUEST_END_ITEM_NAME$ from the Devil Spirits.,Sei tapfer! Die Teufelsgeister werden zahlreicher. Ihre Zähne müssen versiegelt werden. Bringe 325 $QUEST_END_ITEM_NAME$ von den Teufelsgeistern zurück.
PROPQUEST_REQUESTBOX_INC_020090,I understand… but their influence spreads further each night. Return carefully.,Ich verstehe… aber ihr Einfluss breitet sich jede Nacht weiter aus. Kehre vorsichtig zurück.
PROPQUEST_REQUESTBOX_INC_020091,Not enough teeth to contain the demonic energy yet. Keep gathering.,"Es sind noch nicht genug Zähne, um die dämonische Energie zu bändigen. Sammle weiter."
PROPQUEST_REQUESTBOX_INC_020092,Very good! These teeth will be purified and neutralized. You’ve done us a great service.,Sehr gut! Diese Zähne werden gereinigt und neutralisiert. Du hast uns einen großen Dienst erwiesen.
PROPQUEST_REQUESTBOX_INC_020093,The Bloodstained Fangs of the Hellhound,Die Blutbefleckten Fangzähne des Höllenhunds
PROPQUEST_REQUESTBOX_INC_020094,"Hellhounds roam dangerously close to Kaillun, and their bloodied fangs leave lingering wounds. The Muran need them to forge weapons capable of driving these beasts back.","Höllenhunde streifen gefährlich nahe an Kaillun, und ihre blutigen Fangzähne hinterlassen schmerzhafte Wunden. Die Muran benötigen sie, um Waffen herzustellen, die diese Bestien zurückdrängen können."
PROPQUEST_REQUESTBOX_INC_020095,Perfect! Their blood-soaked fangs are deadly. Bring back 325 $QUEST_END_ITEM_NAME$ from the Hellhounds to us for forging.,"Perfekt! Ihre blutgetränkten Fangzähne sind tödlich. Bringe 325 $QUEST_END_ITEM_NAME$ von den Höllenhunden zurück, damit wir Waffen schmieden können."
PROPQUEST_REQUESTBOX_INC_020096,Very well… but the Hellhounds still lurk around Kaillun.,Sehr gut… aber die Höllenhunde lauern weiterhin rund um Kaillun.
PROPQUEST_REQUESTBOX_INC_020097,You don’t have enough. Their fangs are essential to forge weapons that can repel them.,"Du hast noch nicht genug Zähne gesammelt. Ihre Fangzähne sind essenziell, um Waffen zu schmieden, die sie abwehren können."
PROPQUEST_REQUESTBOX_INC_020098,"Excellent work! Thanks to you, we can forge weapons worthy of the finest Muran warriors.","Ausgezeichnete Arbeit! Dank dir können wir Waffen schmieden, die den besten Muran-Kriegern würdig sind."
PROPQUEST_REQUESTBOX_INC_020099,$QUEST_END_NPC_NAME$ thanks you from the bottom of his heart! Glory to the Murans!,$QUEST_END_NPC_NAME$ dankt dir von Herzen! Ruhm den Muran!
