Key,English,German
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc),Sicheres Upgrade versuchen (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above,Upgrade der Ausrüstung oder des Zubehörs %s oder mehr
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party,Normale Monster mit der Gruppe töten
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party,Töte %s mit Gruppe
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party,Mit einer Gruppe Dungeon abschließen
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party,Mit einer Gruppe Dungeon %s abschließen
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points,Erhalte Gruppen-Skill-Punkte
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe,Kostüm in die Garderobe stecken
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes,Kostüme erhalten
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(Elemental)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc),(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,Level Up
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,Level %s erreichen
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change,1. Jobwechseln vollziehen
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change,2. Jobwechseln vollziehen
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level,Erhöhen eines Skills auf seine Höchststufe
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster,Ein Catcher Monster jagen
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,Pet Candy herstellen
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),Pet Candy herstellen (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,Einer Gilde beitreten
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,Einer Gruppe beitreten
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,PK Chips erhalten
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item,Reise %s km mit einem fliegenden Gegenstand
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,Luftmonster besiegen
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang,Buffs vom Buff Pang erhalten
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot,Führe %s oder mehr Kombos über den Aktionsslot aus
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated,Einen bestimmten Effekt aktiviert haben
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,"Ende der %s-Saison: #b%s#nb (Serverzeit)\nPunktelimit für diese Woche: #b%d / %d#nb\n#iPunkte, die durch die Saisonmissionen verdient wurden, werden nicht in das wöchentliche Limit eingerechnet.#ni"
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,Ende der %s-Saison: #b%s#nb (Server Time)\n#ni\n#Einige Belohnungen werden nach Erreichen von Level %d#ni verbessert.
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni,Ende der %s-Saison: #b%s#nb (Serverzeit)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.,Der Beginner Pass hat kein Ablaufdatum und kann von allen Spielern genutzt werden.
UI_QUEST_STARTABLE,Startable,Starbar
UI_SUMMERPASS2023,Summer Pass,Sommer Pass
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.,Zeigt das Ausrüstung Wechsel - Menü an.
UI_APP_SWITCHEQUIP_DELETE,Delete,Löschen
UI_APP_SWITCHEQUIP_SAVE,Save,Speichern
UI_APP_SWITCHEQUIP_COPY,Copy Equipment,Ausrüstung kopieren
UI_APP_SWITCHEQUIP_USE,Use,Benutzen
UI_APP_SWITCHEQUIP_TITLE,Name ,Name
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Voreinstellungen
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!,Es muss ein Voreinstellungsname festgelegt werden!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!,"Der Name, der für die Voreinstellung festgelegt wurde, ist falsch!"
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,Neu erstellen
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut,Shortcut erstellen
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,Voreinstellungs-Name
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?,"Bist du sicher, dass du die Voreinstellung %s löschen willst?"
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,Wähle eine Voreinstellung.
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing,Upgrade oder Sockeln probieren
UI_LEVEL_REQUIRED,Available after level %d.,Verfügbar ab Level %d.
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d Besiegte Monster: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),Monster besiegen (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,"Du hast %d Sekunden, um beizutreten."
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs,Heutige Matches
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,Vorrunde
UI_PVPCONTEST_RANKING_BACKUP,Back-up,Back-up
UI_PVPCONTEST_RANKING_FINALS,Finals,Finale
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb","Dies enthält alle Ranglistendaten für den aktuellen FWC PVP Wettbewerb.\nWenn nur eine Gilde in der vorläufigen Rangliste auftaucht, dann bedeutet das, dass sie keinen Gegner hatte!\n#b#uKlicke auf eine Gilde, um die Statistiken der teilnehmenden Spieler zu sehen.#nu#nb"
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,FWC PvP-Wettbewerb-Rangliste
UI_PVPCONTEST_RANKING_RANKING,Ranking,Rangliste
UI_PVPCONTEST_RANKING_RANK,Rank,Rang
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,Gildenname
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,Punkte
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Tode
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.,"Du kannst Info-Pang wieder beschwören, indem du zu Menü > Helfer > Info-Pang gehst."
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,"Du kannst diese Informationen erneut einsehen, wenn du auf Info-Pang > Rechtsklick > Liste prüfen klickst."
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,Hier kannst du ein Spiel auswählen und es als Zuschauer verfolgen. #Hinweis: Du wirst für die teilnehmenden Spieler unsichtbar sein und kannst nur mit anderen Zuschauern kommunizieren.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,Willst du das Spiel sehen? Du wirst in die Spielarena teleportiert.
UI_SERVERTRANSFER_TITLE,Server Transfer,Server Transfer
UI_SERVERTRANSFER_MSG,Select server:,Server auswählen.
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,"Wähle den Server, auf den du deinen Charakter übertragen möchtest. Bitte prüfe die Website für die genauen Transferregeln."
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,"Bitte bedenke, dass Überweisungsanfragen in regelmäßigen Abständen gestellt werden, so dass der Transfer nicht sofort nach der Verwendung der Schriftrolle erfolgt."
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,FWC Server Transfer
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,"Der Transfer wird nach dem Ende der FWC-Periode stattfinden und du kannst dich in der Zwischenzeit weiterhin mit deinem Charakter einloggen. Wenn du dir nicht sicher bist, kannst du dieses Fenster schließen und beim nächsten Login auswählen. Du kannst deine Wahl nicht mehr ändern, nachdem du sie bestätigt hast."
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,Kostenlose Kamera
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,Normale Kamera
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,Zuschauermodus verlassen
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,Zuschauermodus Einstellungen
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,"Der Vollbildmodus ist nicht verfügbar. In Safari kannst du auf ""Teilen"" > ""Zum Startbildschirm hinzufügen"" drücken und das Spiel aus deiner App-Liste starten."
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,Finalisten
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,"Bist du sicher, dass du deinen Charakter zu %s transferieren möchtest? Du kannst deine Wahl nicht mehr ändern, nachdem du sie bestätigt hast."
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,"RPS-Spiel\nDu kannst das Global Limited Gacha nur machen, wenn du gewinnst."
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.","Wenn du das Zufalls-Gacha machst, kannst du eins der unten aufgeführten Items erhalten.\nDie Zufalls-Gacha ist global für alle Spieler auf dem Server, also versuche bitte, die begrenzte Anzahl an Preisen zu erhalten.\nDie Mengenbegrenzung wird um 00:00 Uhr Serverzeit zurückgesetzt."
UI_RPS_REWARD_TITLE,Result,Ergebnis
UI_RPS_REWARD_TEXT,Would you like to accept the item?,Nimmst du den Gegenstand an?
UI_RPS_REWARD_ACCEPT,Accept,Akzeptieren
UI_RPS_REWARD_DECLINE,Decline,Ablehnen
UI_RPS_TITLE,Rock Paper Scissors,Schere Stein Papier
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,Verloren!
UI_RPS_PAPER,Paper,Papier
UI_RPS_ROCK,Rock,Einen Stein mimen
UI_RPS_SCISSORS,Scissors,Schere
UI_RPS_WIN_TITLE,You Win!,Gewonnen!
UI_GACHA_ACCEPT,Accept,Übernehmen
UI_GACHA_DECLINE,Decline,Ablehnen
UI_MSGBOX_PASTE,Paste,Einfügen
UI_MSGBOX_CUT,Cut,Ausschneiden
UI_GUILDBUFF_LEVEL,Activated Buff Level,Aktiviertes Buff Level
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,Nächstes Level %s / %s
UI_GUILDBUFF_DONATE,Donation,Spende
UI_GUILDBUFF_TAB_LIST,Buff Information,Buff Informationen
UI_GUILDBUFF_TAB_TOKENS,Token Donation,Token Spende
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Monster EXP und Drop
UI_GUILD_TAB_BUFFS,Guild Buff,Gilden-Buff
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,Angriffs-& Zaubergeschwindigkeit
UI_GUILDBUFF_MEMBER,Member,Mitglied
UI_GUILDBUFF_NONE,There is no donation yet. ,Es ist noch keine Spende vorhanden.
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,Voraussetzung für den Kauf ist Level %d oder höher
UI_COSTUME_BOX_ITEM,Costume Box,Kostüm-Box
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Reparaturhammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,Erfolg: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,Das Upgrade Leven der Kostüm-Box wurde verringert.
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,Kauflimit: %d / %d
UI_FITTINGROOM_BG,Background,Hintergrund
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,Pixel Perfect Mauszeiger Auswahl
UI_WEBVIEW_OPEN,Please open your web browser to continue.,"Um weiter zu machen, öffne bitte deinen Webbrowser."
UI_BATTLEPASS_JAN,January %d Pass,Januar %d Pass
UI_BATTLEPASS_FEB,February %d Pass,Februar %d Pass
UI_BATTLEPASS_MAR,March %d Pass,März %d Pass
UI_BATTLEPASS_APR,April %d Pass,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass,Mai %d Pass
UI_BATTLEPASS_JUN,June %d Pass,Juni %d Pass
UI_BATTLEPASS_JUL,July %d Pass,Juli %d Pass
UI_BATTLEPASS_AUG,August %d Pass,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass,Oktober %d Pass
UI_BATTLEPASS_NOV,November %d Pass,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass,Dezember %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,Anmeldung in %s aufeinanderfolgenden Tagen
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,"Ende der Saison %s: #b%s#nb (UTC-Zeit)\nPunktelimit für diese Woche: #b%d / %d#nb\n#Punkte, die durch die Saisonmissionen verdient wurden, werden nicht in das wöchentliche Limit eingerechnet.#ni\n#Einige Belohnungen werden nach Erreichen von Level %d#ni verbessert."
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,"Ende der Saison %s: #b%s#nb (UTC-Zeit)\nPunktelimit für diese Woche: #b%d / %d#nb\n#iPunkte, die durch die Saisonmissionen verdient wurden, werden nicht in das wöchentliche Limit eingerechnet.#ni"
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,Ende der Saison %s: #b%s#nb (UTC-Zeit)\n#ni\n#Einige Belohnungen werden nach Erreichen von Level %d#ni verbessert.
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni,Ende der Saison %s: #b%s#nb (UTC-Zeit)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Remote Shop
UI_HALLOWEENPASS,Halloween Pass,Halloween Pass
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot,Slot hinzufügen
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bank Extra Bag
UI_EXTRA_BAG_FMT,Add Slot %s,Slot zuhinzufügen %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,Regenbogen Items
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,"Fliege während des Rennens durch Gegenstände, um sie gegen andere einzusetzen!"
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),Rang %d / %d (%d Punkte)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!","Geschwindigkeit verringert, fliege in der Nähe der Rennstrecke, um eine Disqualifikation zu vermeiden!"
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,Aktueller Geschwindigkeitsmultiplikator: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,Anmeldung zum Regenbogenrennen
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d,Bisherige Anmeldungen: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.,Bewerbung für das Regenbogenrennen.
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,Die Rangliste des letzten Rennens anzeigen.
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.,Zurzeit ist nicht der Bewerbungszeitraum.
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: ,Nächstes Rennen:
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon,Ultimative Waffe herstellen
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status.","Ultimative Waffen-Umwandlung\nDu kannst ultimative Waffen für Ausrüstungen ab Level 140 herstellen. Du kannst eine +10 Waffe in eine Ultimative Waffe umwandeln. Die Umwandlung wird nicht fehlschlagen und für die Umwandlung brauchst du 3 Shining Oricalkum, 3 Ultimate Orbs und 100 Millionen Penya. Ultimative Waffen werden unter Beibehaltung aller Elementar-Upgrades und Sockelstatus umgewandelt."
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?,Möchtest du fortfahren?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.,Dieses Item kann nicht verwendet werden.
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.,Nur Gegenstände mit maximalem Upgrade-Level können umgewandelt werden.
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon,Kann in eine ultimative Waffe umgewandelt werden
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained,Zufälligen Wert erhalten
UI_RESTAT_TITLE,Re-Stat,Restat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),Möchtest du das Fixed Stat Upgrade auf den folgenden Artikel anwenden?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),Möchtest du das Fixed Stat Upgrade auf den folgenden Artikel anwenden?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,"Bitte wähle ein Item aus, das du upgraden möchtest."
UI_MATERIAL_ITEM_PUT,Please input a material item first.,Bitte wähle zuerst ein Material Item aus.
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,Dieses Item kann nicht verwendet werden.
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.,Ohne die XProtect-Schriftrolle verliert man den Gegenstand im Falle eines Scheiterns.
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,Material
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Schriftrolle des Schutzes
UI_ULTIMATE_PREFIX,[Ultimate],[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Letzte Gelegenheit Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Pranksters Flucht Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Heilende Gnade Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Spirituelle Überladungs-Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Aura Ausbruch Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb,Wasserbombe
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Langsame Schaden-Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Arkane Einsicht Chance
UI_MSGBOX_DISMANTLE,Dismantle,Zerlegen
UI_PLAYERHOUSINGBUY_TITLE,Select house template,Hausvorlage auswählen
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb,"Wähle eine Vorlage für dein Haus. \n\n#b#cffff0000Wenn du deine Hausvorlage änderst, werden alle Dekorationen aus deinem aktuellen Haus entfernt! Stelle sicher, dass es in einer Voreinstellung gespeichert ist, wenn du es für die Zukunft behalten willst.#nc#nb"
UI_PLAYERHOUSINGBUY_CONFIRM,Select template,Vorlage auswählen
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!","Möchtest du diese Vorlage wirklich auswählen? \n\n#bAnmerkung:#nb Wenn du bereits ein Haus besitzt, wird es die Vorlage ändern, aber alle dekorativen Modelle, die du platziert hattest, werden entfernt!"
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here.","In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house,Erlaube den Besuch deines Hauses
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house,Besuch in deinem Haus verweigern
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.,"Du wirst alle folgenden Modelle freischalten, um dein Haus zu dekorieren."
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house,Haus besuchen
UI_HOUSINGSETUP_OBJECTSLIST,Objects list,Liste der Gegenstände
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing,Bearbeitung umschalten 
UI_HOUSINGSETUP_RESET,Remove all objects,Alle Gegenstände entfernen
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb,Möchtest du deine Hausdekoration wirklich zurücksetzen? #Du kannst deine Dekorationen immer noch zurücksetzen #nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item,Gegenstand platzieren
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,"Wähle das gewünschte Dekorationsmodell aus und klicke auf ""Platzieren"". Folge dann den Anweisungen: \n\n- Linksklick zum Platzieren\n- Mausrad zum Drehen\n- Drücke das Mausrad und die linke/rechte Maustaste, um die Größe zu ändern."
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:,"Platziere diesen Haus-NPC, um die folgenden Boni zu erhalten:"
UI_HOUSINGSETUP_OBJECTS,Objects,Gegenstände
UI_HOUSINGSETUP_NPCS,NPCs,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter,Filter
UI_HOUSINGSETUP_FILTER_HDR_ALL,All,Max
UI_HOUSINGSETUP_FILTER_TREE,Trees,Bäume
UI_HOUSINGSETUP_FILTER_OTHER,Other,Sonstiges
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids,Gebote der Gilden
UI_GUILDHOUSINGBIDS_PLACE,Place Bid,Gebot einreichen
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb,"Gib den Betrag ein, den du bieten möchtest. #Deine Gilde Bank muss genug Penya haben, um das Gebot zu decken. #nu#nb"
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.,Für das Haus gibt es derzeit keine Gebote.
UI_MAP_SHIP_TELEPORT,Teleport to ship,Zum Schiff teleportieren
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s],Schiff im Besitz der Gilde [%s]
UI_GUILD_TAB_HOUSING,Housing,Wohnen
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:,Nächste Artefaktplatzierung in:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:,Verbleibende Zeit bis zur Auswahl der Artefaktposition:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship,Zum Schiff teleportieren
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses,Aktuelle Hausboni
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb,"Möchtest du wirklich, dass das Artefakt deiner Gilde hier erscheint? #b#cffff0000Hinweis: Eine %s-Penya-Gebühr wird von der Bank eurer Gilde abgezogen.#nc#nb"
UI_GUILD_POWER_GUILDHOUSE,Guild House Management,Gildenhausverwaltung
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...,Ein Artefakt des Gildenhauses ist hier irgendwo...
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.,Deine Gilde besitzt kein Haus.
