Key,English,Traditional_Chinese
TEXTCLIENT_SUMMONFRIEND_NOTFRIEND,This player is not your friend or is blocked.,這玩家不是您的朋友或已被屏蔽。
TEXTCLIENT_STATE_NOTSUMMON,You cannot summon %s,%s 無法召喚
TEXTCLIENT_STATE_NOTSUMMONOK,You cannot accept %s,%s 無法確認
TEXTCLIENT_WORLD_NOTUSE,Because you are in different areas,因為你在不同的地區
TEXTCLIENT_DUNGEON_NOTUSE,Because you are in a dungeon,因為你在副本裡
TEXTCLIENT_SUMMONFRIEND_CONFIRM,You have asked to summon %s,%s申請召喚
TEXTCLIENT_SUMMON_FRIEND_CANCEL,%s has cancelled the summon.,%s已經取消召喚申請
TEXTCLIENT_SUMMONFRIEND_NOITEM,You don't have %s. You cannot summon %s.,%s沒有%s所以無法召喚
TEXTCLIENT_SUMMON_SUCCESS1,You are summoned to %s,召喚到%s身邊了
TEXTCLIENT_SUMMON_SUCCESS,%s is summoned,%s被召喚了
TEXTCLIENT_SUMMONPARTY_NOTTIME,You can not go.,不是使用的團長或時間已到，所以無法移動
TEXTCLIENT_TROUPECREATE,Only the party leader can use this function.,只有劇團的團長才能使用
TEXTCLIENT_ITEM_TRANSY,This item is not available. Please input another item.,此物品無法變更，請換其他物品
TEXTCLIENT_ITEM_TRANSY_NOT_LEVEL,Only %d-%d level items are usable.,只有 %d-%d 等級道具可使用。
TEXTCLIENT_ITEM_TRANSY_SUCCESS,The change from %s to %s was successful.,%s順利的變成 %s 
TEXTCLIENT_GUILDCREATE,Only the guild master can use this function.,只有公會會長才能使用此功能。
TEXTCLIENT_CHANGENAME,Player name successfully changed.,名字已變更完成
TEXTCLIENT_MAP_MARK_MAX_NUMBER,You can't save your position any more. Please arrange your saved postion first and try again.,無法再登入位置了，請整理原有登入的位置後再進行登入。
TEXTCLIENT_UPGRADE_ERROR_NOUNICK,You cannot upgrade a unique item.,特殊道具無法精鍊
TEXTCLIENT_NOTEQUALELEM,The attribute of %s and the applied attribute of the item are not the same.,%s的屬性與物品目前所擁有的屬性不合
TEXTCLIENT_NOTELEMENT,The attribute has not been applied to the selected item. Please finish the attribute refining first.,選擇的物品沒有任何屬性，請精鍊屬性
TEXTCLIENT_ALREADYELEM,Charge attribute has already been applied.,已經賦予收費屬性
TEXTCLIENT_REMOVEELEMENT,The attribute of the selected item has been deleted.,選擇的物品屬性已被刪除了
TEXTCLIENT_CHATSAMETEXT,Unable to enter the same sentence twice in a row.,無法連續輸入同樣的內容
TEXTCLIENT_ERROR_CHATTING_1,The last message could not be transmitted due to chat spam limitations.,因連續發言的關係，訊息將無法顯示。
TEXTCLIENT_ERROR_CHATTING_3,Currently your chat has been blocked.(Remaining: %d minute %d second),現在正在接受禁止發言的處罰(剩餘時間:%d分%d秒)
TEXTCLIENT_LIMIT_SHOUT,Shouting is only allowed 5 times per 60 seconds.,大喊在60秒內只允許使用5次。
TEXTCLIENT_LIMIT_FULL_SHOUT,Shouting with Full Shout is only allowed once every 2 minutes.,只允許每 2 分鐘使用大聲公一次
TEXTCLIENT_GUILDCOMBAT_NOT_GUILD_LEADER,You are not in a guild or are not the Guild Master.,沒有公會或不是公會會長喔
TEXTCLIENT_GUILDCOMBAT_REQUESTEND,Guild Siege is closed.,申請公會對戰的時間已結束
TEXTCLIENT_GUILDCOMBAT_REQUEST_LEVEL,Your guild must be at least level %d to apply for the Guild Siege.,公會等級%d以上，才可以申請對戰
TEXTCLIENT_GUILDCOMBAT_REQUEST_BASEPENYA,It will cost you at least %d penya to apply to the siege,基本金幣%d以上，才可以申請對戰
TEXTCLIENT_GUILDCOMBAT_REQUEST_PENYA,It will cost you %d penya to apply to the siege.,申請公會大戰將花費你 %d 金幣。
TEXTCLIENT_GUILDCOMBAT_REQUEST_NOTPENYA,You can apply to the guild siege if you have the required Penya.,手中要擁有金幣才可以申請對戰
TEXTCLIENT_GUILDCOMBAT_APP_CONFIRM,Your previous bid was %d Penya. You have added %d Penya to increase your bid.,使用原來的%d金幣，增加了%d金幣後，申請
TEXTCLIENT_GUILDCOMBAT_REQUEST_GUILDCOMBAT,You have successfully applied to the Guild Siege.,"您成功了申請參加公會大戰。若公會的申請金排名前8名，將擁有參加公會戰的資格。每週星期六、下午5點可以開始進行""組織參加公會戰的對戰者"
TEXTCLIENT_GUILDCOMBAT_APP,Registration for Guild Siege has finished.,申請公會戰囉
TEXTCLIENT_GUILDCOMBAT_NOT_USE,You cannot use it right now.,目前無法使用
TEXTCLIENT_GUILDCOMBAT_NOTAPP,You did not apply for the Guild Siege.,目前沒申請公會戰喔
TEXTCLIENT_GUILDCOMBAT_EXPENSE_RETURN,The application fee has been refunded.,您失敗了申請參加公會大戰。沒有取得參加公會戰時，公會戰結束後可以領回申請金
TEXTCLIENT_GUILDCOMBAT_CANCEL,Your guild's application for the Guild Siege has been canceled.,取消所申請的公會戰了！
TEXTCLIENT_GC_CANCELREQUEST,Guild Siege Application Refund,因取消公會對戰而退回的金額
TEXTCLIENT_GC_CANCELREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application has been canceled, and the application fee has been refunded. Please note that a 20% commission has been deducted.\nHave a nice day!",大家好~我是公會對戰的主辦人多拿里斯。\n申請公會戰需要扣20%的手續費，其他金額請您取回。\n祝您幸福~
TEXTCLIENT_GUILDCOMBAT_NEXT_COMBAT,Today's Guild Siege will not be held due to lack of participants.,Today's Guild Siege will not be held due to lack of participants.
TEXTCLIENT_GUILDCOMBAT_ENJOY,Have a good day!,祝您有個快樂的時光
TEXTCLIENT_GUILDCOMBAT_JOIN_OK,You have qualified to enter the Guild Siege. Please complete your lineup setup in Flarine.,你有資格進入公會戰的資格了! 請立即完成布拉里斯中的“公會戰排隊”。
TEXTCLIENT_GUILDCOMBAT_JOIN_CANCEL,"You did not qualify for this Guild Siege. Please try again next week. After the Guild Siege ends, you may reclaim the application fee in Flarine.",您沒有取得參加公會對戰的資格，請下週再次挑戰。完成公會戰後獲得布拉里斯的入場費。
TEXTCLIENT_GUILDCOMBAT_OPEN_READY_MSG,The Guild Siege will begin soon. You will be automatically teleported to Flaris after %d seconds.,稍後會進行公會戰，%d秒後即將移動至布拉里斯喔
TEXTCLIENT_GUILDCOMBAT_OPEN_MSG,You can now enter the Guild Siege arena through Franky in Flarine.,現在開始要進入公會對戰場，請多加利用布拉里斯芙蘭基。
TEXTCLIENT_GUILDCOMBAT_NOW_PLAYER_MAKEUP,You can now set up the Guild Siege lineup.,"現在開始可以進行 ""組織參加公會戰的對戰者"""
TEXTCLIENT_GUILDCOMBAT_PLAYER_MAKEUP_FINISH,Lineup Setup Ends In,公會對戰的參加者組織與準備時間
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE,Combat Starts In,公會攻城戰即將開始，剩餘時間：
TEXTCLIENT_GUILDCOMBAT_WAR_END,Combat Ends In,戰鬥結束
TEXTCLIENT_GUILDCOMBAT_EXIT_MSG,Teleporting to Flarine,移動至布拉里斯
TEXTCLIENT_GUILDCOMBAT_JOIN_NOW,You can now enter the Guild Siege.,公會戰開始囉～請入場！
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP,You cannot edit the lineup at this time.,現在無法組織公會對戰參加者
TEXTCLIENT_GUILDCOMBAT_CANNOT_MAKEUP_FAIL,Your guild did not apply for the Guild Siege or was not accepted.,沒有申請公會對戰或沒有取得對戰資格
TEXTCLIENT_GUILDCOMBAT_SELECTION_MAX,The number %d of people was exceeded.,超過了最多人數的 %d
TEXTCLIENT_GUILDCOMBAT_LIMIT_LEVEL_NOTICE,You should be over level %d for an entry.,您必須超過 %d 級才能進入。
TEXTCLIENT_GUILDCOMBAT_ALREADY_ENTRY,Be registered. Register again.,已經登錄好了，請重新登錄
TEXTCLIENT_GUILDCOMBAT_MASTER_NOT_ASSIGN_DEFENDER,The Guild Master cannot be assigned as the Defender.,公會會長無法成為關鍵人物
TEXTCLIENT_GUILDCOMBAT_HAVENOT_MASTER,There is no Guild Master or Kingpin in the lineup.,參加公會對戰者中，沒有公會會長或副會長
TEXTCLIENT_GUILDCOMBAT_NOT_ASSIGN_DEFENDER,No Defender has been assigned. Please select a Defender.,尚未決定關鍵人物，請選擇關鍵人物
TEXTCLIENT_GUILDCOMBAT_HAVENOT_PLAYER,No participants have been selected. Please select participants.,沒有出戰者，請選擇出戰者
TEXTCLIENT_GUILDCOMBAT_ENTER,The Guild Siege is now open.,本週的公會對戰即將開始
TEXTCLIENT_GUILDCOMBAT_NOT_JOIN,Please join after a while.,目前無法進入
TEXTCLIENT_GUILDCOMBAT_NOT_OPEN,Preparations underway.,準備中
TEXTCLIENT_GUILDCOMBAT_NOTENTER_VAGRANT,Vagrants are not eligible for the Guild Siege. Please try again after your first job change.,見習生無法進入，請轉職後再進入場地
TEXTCLIENT_GUILDCOMBAT_WELCOME,Welcome to the Guild Siege.,歡迎來到公會戰
TEXTCLIENT_GUILDCOMBAT_ZOOM_USE,You can zoom the camera using the [Scroll Lock] key.,按Scroll Lock時，攝影機會變大
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_MASTER,You are the Guild Master! Defeating the Defender grants 1 bonus point.,您是公會會長！被敵對獵殺時，要給予敵對分數，請注意這一點之後，進行對戰！
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_DEFENDER,"You are the Defender! If you are defeated, the enemy gains 1 bonus point.",您是關鍵人物！被敵對獵殺時，要給予敵對分數，請注意這一點之後，進行對戰！
TEXTCLIENT_GUILDCOMBAT_JOIN_MSG_GENERAL,Defeat your opponents for the glory of your guild! Defeating the Defender grants 1 bonus point.,爲了公會的名譽衝啊！獵殺關鍵人物可以得到讚賞分數！
TEXTCLIENT_GUILDCOMBAT_MASTER_MAP,You have entered the Guild Siege combat area!,恭喜！得到公會地區了！
TEXTCLIENT_GUILDCOMBAT_MAINTENANCE2,Combat will begin after the Preparation Phase. Prepare for battle!,稍後馬上進行戰鬥
TEXTCLIENT_GUILDCOMBAT_WAR,Start Combat,戰鬥開始
TEXTCLIENT_GUILDCOMBAT_POINT_MASTER,The Guild Master has gained %d points!,公會會長 %d 得分！
TEXTCLIENT_GUILDCOMBAT_POINT_GENERAL,Your guild has gained %d points!,你的公會得分 %d!
TEXTCLIENT_GUILDCOMBAT_POINT_DEFENDER,Your defender is dead! %s guild has gained an extra point!,敵對的關鍵人物死亡！ %s公會得分！
TEXTCLIENT_GUILDCOMBAT_POINT_REVIVAL,You gained %d resurrection points!,You gained %d resurrection points!
TEXTCLIENT_GUILDCOMBAT_WRONG_CHANNEL,You must be connected on Channel 1 to enter the Guild Siege.,您必須連接到分流 1 才能進入公會大戰。
TEXTCLIENT_GUILDCOMBAT_END,The Guild Siege has ended.,公會戰結束了
TEXTCLIENT_GUILDCOMBAT_WINNER,This week's winning guild: %s.,本週獲勝隊伍是%s
TEXTCLIENT_GUILDCOMBAT_WINNER1,MVP: %s.,MVP是%s
TEXTCLIENT_GUILDCOMBAT_WINNER2,Congratulations!,恭喜喔
TEXTCLIENT_GUILDCOMBAT_JOIN_LIMIT_TIME,Entry Phase Ends In,限制入場時間
TEXTCLIENT_GUILDCOMBAT_NOT_INVITATION_GUILD,You can not invite someone to the guild while in Guild Siege.,申請公會戰的人，對戰中無法加入新公會人員
TEXTCLIENT_GUILDCOMBAT_NOT_DISSOLVE_GUILD,You can disband a guild that has applied for a Guild Siege.,申請公會戰的人，無法解散公會
TEXTCLIENT_GUILDCOMBAT_NOT_LEAVE_GUILD,You can not quit from a guild while in Guild Siege.,申請公會戰的人，對戰中無法退出公會
TEXTCLIENT_GUILDCOMBAT_NO_MEMBER,Unable to use the member management function during Guild Siege.,公會大戰時無法使用會員管理功能。
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_LOGO,You cannot change your guild logo during Guild Siege.,在公會大戰期間無法更改公會旗幟。
TEXTCLIENT_GUILDCOMBAT_NOT_CHANGE_NAME,You cannot change your guild name during Guild Siege.,公會大戰期間無法更改公會名稱。
TEXTCLIENT_GUILDCOMBAT_NOT_WAR,Unable to declare war during Guild Siege.,公會大戰期間無法提出宣戰。
TEXTCLIENT_EVENT_STANDS_NOTUSEITEM,You cannot use items during the event.,在活動期間無法使用這物品。
TEXTCLIENT_EVENT_STANDS_NOTUSESKILL,You cannot use skills during the event.,活動期間無法使用這技能。
TEXTCLIENT_EVENT_STANDS_NOTENCHANT,You cannot enchant during the event.,活動期間無法使用虛寶。
TEXTCLIENT_EVENT_STANDS_NOTSHOUT,You cannot shout during the event.,活動期間無法喊叫
TEXTCLIENT_GUILDCOMBAT_NOT_GETITEM,That is unavailable during the Guild Siege.,在公會大戰中無法使用
TEXTCLIENT_GC_NOTREQUEST,Guild Siege Application Refund,在辜會對戰落選後的退回金額
TEXTCLIENT_GC_NOTREQUEST1,"Hello, this is [Guild Siege Manager] Donaris.\nYour Guild Siege application was unsuccessful, and the application fee has been refunded. Please note that a 2% commission has been deducted.\nWe hope to see you at the Guild Siege again.\nHave a nice day!",大家好~我是公會對戰的主辦人多拿里斯。\n因銀的公會未進入前8名，所以扣除申請對戰的20%手續費，請取回其他剩下的金額。\n希望下次可以參加公會對戰喔~\n感謝您的支持
TEXTCLIENT_GUILDCOMBAT_NOT_MVP,"You have already claimed the MVP reward, or you are not the MVP.",已經領取MVP獎金，或您不是公會戰的MVP
TEXTCLIENT_GUILDCOMBAT_JACKPOT_LIMIT,The Penya reward could not be delivered because it would exceed your inventory limit. Please contact a GM through helpshift to receive your reward. We apologize for the inconvenience.,公會對戰的申請金額超過物品欄裡可以保管的金額限度，請至遊戲網頁申請1：1出示賞金。
TEXTCLIENT_GUILDCOMBAT_MVP_PENYA,You have received %d Penya as the MVP. Congratulations!,領取了 %d 的MVP金幣，再次恭喜你！
TEXTCLIENT_GUILDCOMBAT_WINNER_NOT_GUILD,"You have already received the reward, or you are not eligible to reclaim the application fee.",已經收回獎金或不是收獎金的對象
TEXTCLIENT_GUILDCOMBAT_JACKPOT,You have received %d Penya as a Guild Siege reward. Congratulations!,領取了 %d 金幣作為公會大戰的獎金。恭喜！
TEXTCLIENT_GUILDCOMBAT_JACKPOT_CANCEL,You received %d Penya minus the amount you paid for the application.,您收到 %d 金幣減去申請支付的金額
TEXTCLIENT_BEAUTYSHOP_DISGUISE,You can't use this while a transy is in use.,變身中無法使用。
TEXTCLIENT_BANNED,This account is banned. Contact FlyFF Support for assistance.,此帳號被凍結或需至官網重新認證
TEXTCLIENT_FORBIDDEN_AREA,You cannot go this way.,你不能走這條路
TEXTCLIENT_ACCOUNTNOTVERIFIED,Your account is not verified. Please check your mailbox.,您的帳戶未經過驗證。請檢查您的郵箱。
TEXTCLIENT_ACCOUNTBLOCKED,This character is blocked and cannot be accessed. Please contact the Flyff Universe customer service for more information.,此角色暫時被屏蔽以進一步調查。請聯繫 Flyff Universe客服尋求幫助。
TEXTCLIENT_RECONNECT_QUESTION,Do you want to try to reconnect?,您想嘗試重新連接嗎？
TEXTCLIENT_ROSHAMBO_STARTGUID1,You need a Rock-Paper-Scissors Coupon in order to play.,"需要""剪刀─石頭─布""使用卷，才可進行遊戲"
TEXTCLIENT_MINIGAME_USING,You are playing a game now!,遊戲進行中
TEXTCLIENT_MINIGAME_ITEM_POST,Item / Penya was sent to your mailbox.,道具/金幣已發送到您的郵箱。
TEXTCLIENT_ERROR_TRYLATER,Please try again later,請稍後再嘗試。
TEXTCLIENT_ERROR_LACKITEM,You don't have the right item.,沒有符合條件的道具。
TEXTCLIENT_EXCHANGE_SUCCESS,You have received %s x%d.,您已收到 %s x%d。
TEXTCLIENT_REAPITEM_EVENT,You have received %s as a reward!,%s 禮物發送.
TEXTCLIENT_DISCONNECTED_CHEAT,"You have been disconnected from server due to abnormal detected activity. A GM will analyse the report and may decide to ban your account. If you think this is an error, please fill out a bug report indicating exactly what you were doing in game before this message. Thank you.",由於檢測到異常活動，您已與伺服器斷開連接。 GM 將分析報告並可能決定禁止您的帳號。 如果您認為這是一個錯誤，請填寫一份錯誤回報，準確說明您在此訊息之前在遊戲中所做的事情。 謝謝您。
TEXTCLIENT_DISCONNECTED_HACK,Your character has been banned because the system detected a cheating software. A partial copy of your client memory has been stored as legal proof. You can create a new character and stop using any external tool. Thank you.,由於系統偵測到您使用了外掛程式，您的角色已被封鎖。部分客戶端記憶體內容已被保存作為法律證據。您可以創建新角色，並停止使用任何外部工具。感謝您的配合。
TEXTCLIENT_CASHMAP_MAPITEMUSE,"If you use the torch, you will be able to see this map. Continue?",使用里昂的火炬時，該地圖會跳出，道具則會消失。要使用嗎？
TEXTCLIENT_PET_NOWUSE,You already have a pet summoned.,已經有召喚出來的寵物。
TEXTCLIENT_CHAOTIC_NO_FLY,A character with a bad Disposition cannot fly.,有罪惡值無法飛行
TEXTCLIENT_SERVERTEST,[Notice] This is a test! Server will close in %s and characters will be deleted.,[注意]這是一個測試！ 伺服器將在 %s 後關閉，角色將會被刪除。
TEXTCLIENT_EARLY_ACCESS,[Notice] This is the Early Access! Server stability issues and bugs can occur.,[注意] 這是搶先體驗！可能會出現伺服器穩定性的問題和錯誤。
TEXTCLIENT_ALERT_NO_PK,[Notice] A GM (Game Master) will never ask for your Account or Bank Password.,GM（遊戲大師）絕對不會詢問您的帳號或銀行密碼。
TEXTCLIENT_ALERT_PK,[Notice] Do not lend or let a player borrow your items. If they do not give the item back it is lost forever.,飛飛小警探活動：玩家若發現違規事件，歡迎利用網站線上回報系統檢舉，就有機會獲得獎勵哦！
TEXTCLIENT_ERROR_DISTANCE,You are too far from the target.,你離目標太遠了。
TEXTCLIENT_GUILDCOMBAT_KILLING_STREAK,%s is on a killing spree!,%s 正在瘋狂殺戮！
TEXTCLIENT_GUILDCOMBAT_RAMPAGE,%s is on a rampage!,%s正在暴走！
TEXTCLIENT_GUILDCOMBAT_UNSTOPPABLE,%s is unstoppable!,%s 勢不可擋！
TEXTCLIENT_GROUPQUEST_KILL_TIMER,%d minute(s) remaining to kill the boss,還剩 %d 分鐘殺死Boss
TEXTCLIENT_GROUPQUEST_KILL,%s killed the %s!,%s擊殺了%s！
TEXTCLIENT_GROUPQUEST_KILL_GUILD,%s from Guild %s killed the %s!,%s 玩家 ( %s 的公會) 擊殺了 %s！
TEXTCLIENT_GROUPQUEST_LOOT_TIMER,%d minute(s) remaining to loot the items,剩 %d 分鐘可拾取物品
TEXTCLIENT_ERROR_ARENA_VAGRANT,A vagrant cannot join the Arena.,見習生不能加入競技場。
TEXTCLIENT_ERROR_ARENA_LEAVE,Please move out of the Arena first.,請先離開競技場。
TEXTCLIENT_ERROR_ARENA_COOLDOWN,You can only use the Arena teleportation every 3 minutes.,您只能每 3 分鐘使用一次競技場傳送。
TEXTCLIENT_CHANGE_FACE,Change your Appearance.,變更面貌
TEXTCLIENT_CHANGE_FACE_QUESTION,Do you want to change your appearance?,您要更改面貌嗎?
TEXTCLIENT_PARTYQUEST_COOLDOWN,%s must wait %s before doing the dungeon again.,%s 必須等待 %s 才能再次進入地下城。
TEXTCLIENT_LOSEMONEY,You lost %s Penya (Total: %s Penya).,你失去了 %s 金幣（總共：%s 金幣）。
TEXTCLIENT_DUEL_NOACTION,You can't do that during a duel.,你不能在決鬥對戰中這樣做。
TEXTCLIENT_USE_CARD_MENU,You can use this item with Card Upgrade menu at Card Master.,你可以在卡片大師的卡片升級選單中使用此道具。
TEXTCLIENT_CARDUPGRADE_SUCCESS,Card upgrade successful!,卡片升級成功了。
TEXTCLIENT_CARDUPGRADE_FAIL,Card upgrade failed.,卡片升級失敗
TEXTCLIENT_CARDUPGRADE_FAIL2,Card upgrade failed. %d of registered card will be destroyed.,卡片升級失敗，登錄的 %d 道具被銷毀了。
TEXTCLIENT_CARDRESHUFFLE_SUCCESS,You received %s.,你獲得了 %s。
TEXTCLIENT_SOULLINKCONVERT_SUCCESS,Convert Succesful!,轉換成功！
TEXTCLIENT_GUILD_ADDSUPPM,%s increased the amount of members you can have in the guild by 5!,%s 將您在公會中的成員數量增加了 5 個！
TEXTCLIENT_REPORT_SUCCESS,Successfully sent report.,成功發送報告。
TEXTCLIENT_REPORT_WAIT,You must wait before reporting the same player.,在舉報同一玩家之前，您必須等待。
TEXTCLIENT_APP_ACHIEVEMENTS,Achievements,成就
TEXTCLIENT_ACHIEVEMENT_CLAIMSUCCESS,Successfully claimed,領取成功！
TEXTCLIENT_ACHIEVEMENT_CLAIMNOTHING,You have nothing to claim,你沒有什麼可領取的
TEXTCLIENT_ACHIEVEMENT_LEVELREACH,"You reached level %d of achievement ""%s""","你已完成 %d 的成就 ""%s"""
TEXTCLIENT_ACHIEVEMENT_COMPLETE,"You completed ""%s""",你已完成了“%s”
TEXTCLIENT_ACHIEVEMENT_TITLEUNLOCK,You unlocked title [%s],你解鎖了稱號 [%s]
TEXTCLIENT_PARTYMESSAGEERROR3,Your party is already level 40. You cannot use this item.,劇團等級40級以上即無法使用
TEXTCLIENT_PARTYALREADYPERMANENT,The party is already permanent.,劇團已經是永久性的了。
TEXTCLIENT_PARTYPERMANENT,The party is now permanent! Members are not automatically ejected when they are offline.,劇場現在是永久性的！成員離線時不會自動彈出。
TEXTCLIENT_MOBQUEST,You can only attack this monster during the quest %s.,你只能在任務 %s 中攻擊這個怪物。
TEXTCLIENT_UPGRADESAFE_NOPROTECTSCROLL,Not enough Protection Scroll.,沒有足夠的保護卷軸。
TEXTCLIENT_UPGRADESAFE_NOMATERIAL,Not enough Upgrade Material.,升級材料不夠。
TEXTCLIENT_UPGRADESAFE_NOGOLD,Not enough Penya.,金幣不足
TEXTCLIENT_UPGRADESAFE_WRONGMATERIAL,Wrong Upgrade Material.,錯誤的升級材料。
TEXTCLIENT_UPGRADESAFE_NOMINERAL,You need at least #b%d#nb additional %s.,您至少需要 #b%d#nb 額外的 %s。
TEXTCLIENT_PARTY_CHANGEEXP,Party Experience changed to %s.,劇團經驗更改為 %s。
TEXTCLIENT_PARTY_CHANGEITEM,Party Distribute Item changed to %s.,劇團分發物品更改為 %s。
TEXTCLIENT_JOIN_GROUP_APPROVAL,Please wait for Leader Approval.,請等待會長核准
TEXTCLIENT_JOIN_GUILD_APPROVAL,Please wait for Master Approval.,請等待主人核准。
TEXTCLIENT_PARTYFAILJOIN,%s refused that you join the party.,%s 拒絕你加入劇團。
TEXTCLIENT_GUILDFAILJOIN,%s refused that you join the guild.,%s拒絕你加入公會。
TEXTCLIENT_FLY_NOSKILL,Cannot use this skill while flying.,飛行時無法使用此技能。
TEXTCLIENT_BOSS_METEONYKER_MSG1,Fools! I will melt you all!,愚蠢的人們!我會把你們全部溶化掉!!
TEXTCLIENT_BOSS_METEONYKER_MSG2,You will burn! You will all burn!,這就是地獄的滋味！！ 
TEXTCLIENT_BOSS_METEONYKER_MSG3,%s! Come closer! Face me! Burn!,%s!! 你就是最強的傢伙嗎？不要小看我喔！！ 
TEXTCLIENT_BOSS_CLONE,You thought I was alone?!,你以為我一個人？！
TEXTCLIENT_BUFF_CANCEL_NO,Cannot remove the Buff now.,現在無法移除加成效果
TEXTCLIENT_BUFF_CANCEL,The Buff has been removed.,加乘效果已經被移除
TEXTCLIENT_ERROR_SNATCH,No Penya to steal from this target.,沒有金幣可從這個目標中拿取。
TEXTCLIENT_ERROR_ITEM_ACCESSLEVEL,You don't have the required access to use this item.,您沒有使用此道具所需的使用權限。
TEXTCLIENT_ERROR_CATCHERPRIORITY,You can only kill and collect one Catcher at a time.,您一次只能殺死和收集一個捕手。
TEXTCLIENT_MAX_COLLECTOR_LEVEL,Collector can be upgraded up to +5.,採集器最大可以提煉到5
TEXTCLIENT_MAX_HARVEST_LEVEL,Harvesting gloves can only be upgraded up to +5.,收成手套最多只能升級到+5。
TEXTCLIENT_CAN_JOIN_GUILD,You can already join a guild.,你已經可以加入公會了。
TEXTCLIENT_CAN_REJOIN_GUILD,You can join a guild now.,你現在可以加入公會了。
TEXTCLIENT_NEED_PET,You must summon a pet first.,你必須先召喚一隻寵物。
TEXTCLIENT_CHANGENAME_PET,Pet name successfully changed.,寵物名稱已更改成功。
TEXTCLIENT_PET_SKILL_NOUSE,Your pet must have at least %d energy and a full progress bar to use the skill.,你的寵物必須至少有 %d 能量和完整的進度條才能使用該技能。
TEXTCLIENT_PET_SKILL_HASBUFF,The skill is already active.,該技能已經激活。
TEXTCLIENT_REAPMONEY_SHORT,Received %s Penya - Total %s,收到 %s 金幣 - 總計 %s
TEXTCLIENT_REAPITEM_SHORT,Received %s,收到 %s
TEXTCLIENT_TROUPEREAPITEM_SHORT,%s received %s,%s 收到 %s
TEXTCLIENT_MAINTENANCE,Server Maintenance in %s,在 %s 伺服器即將進行維護
TEXTCLIENT_MAINTENANCE_CANCEL,Server Maintenance is cancelled,伺服器維護已取消
TEXTCLIENT_PRIVATE_SHOP_MAXPRICE,The price of %s cannot exceed %s Penya.,%s 的價格不能超過 %s 金幣。
TEXTCLIENT_VENDOR_SHOP_CREATE,Your Vendor Shop is now open.,你的行動商店現在開始營業了
TEXTCLIENT_VENDOR_SHOP_CLOSE,Your Vendor Shop has been closed.,你的行動商店已經關閉了
TEXTCLIENT_VENDOR_SHOP_NOTOWN,You cannot purchase items from your own Vendor.,你不能從自己的行動商店購買物品
TEXTCLIENT_SENDITEM_PLACE,You have %d items to receive. Please make room in your inventory and login again.,您有 %d 件物品要接收。 請在您的物品欄中騰出空間後並重新登錄。
TEXTCLIENT_ERROR_ITEMLOCK,This item is marked as Favorite.,該物品被標記為收藏。
TEXTCLIENT_EXTRABAG_INUSE,You are already using 2 Extra Bags.,您已經在使用 2 個額外背包。
TEXTCLIENT_EXTRABAG_USED,Inventory is now expanded.,物品欄沒有擴大
TEXTCLIENT_APP_EXTRABAG,Inventory View,檢視物品欄
TEXTCLIENT_BOUNTYINPUT_NOMURDERER,Someone has to kill you in order to put a bounty.,有人必須殺了你才能獲得賞金。
TEXTCLIENT_BOUNTYINPUT_SUCCESS,Successfully registered bounty.,成功註冊賞金。
TEXTCLIENT_BOUNTYINPUT_WAIT,You must wait before registering a bounty on this player.,在此玩家上註冊賞金前，你必須等待。
TEXTCLIENT_BOUNTYPOS_OFFLINE,%s is currently offline.,%s 當前離線。
TEXTCLIENT_INVENTORYSPACE,Your inventory space increased by %d!,您的庫存空間增加了 %d！
TEXTCLIENT_UPGRADEANNOUNCE,%s upgraded %s to %s+%d!,%s 將 %s 升級為 %s+%d！
TEXTCLIENT_UPGRADEANNOUNCE_BOUND,%s upgraded [Soul-Bound] %s to %s+%d!,%s 將 [歸屬] %s 升級為 %s+%d！
TEXTCLIENT_LEVELUPANNOUNCE,%s reached level %d!,%s 達到了 %d 級！
TEXTCLIENT_APP_GACHA,Gacha,轉蛋
TEXTCLIENT_GACHA_RESET_SUCCESS,The box has been successfully reset.,箱子已成功重置。
TEXTCLIENT_APP_BOT,Bot,機器人
TEXTCLIENT_SKILL_AWAKE,Item received a bonus.,物品收到額外獎勵。
TEXTCLIENT_SKILL_AWAKE_FAILED,No bonus is available for this item.,此物品沒有額外獎勵。
TEXTCLIENT_INVALID_TARGET_ITEM,Cannot be done.,無法被完成
TEXTCLIENT_ITEM_LEVELDOWN_ALREADY,Better effect has already been activated.,更好的效果已經被啟動。
TEXTCLIENT_UNBINDING,The item is now tradable.,這物品現在是可交易的
TEXTCLIENT_EXPSTOP_EMPTY,Reload the Experience Lock gauge first.,首先重新加載經驗鎖定表。
TEXTCLIENT_EXPSTOP_STOP,You receive experience from monsters now!,你現在從怪物那裡獲得經驗！
TEXTCLIENT_EXPSTOP_START,Your experience is now locked.,您的經驗現已鎖定。
TEXTCLIENT_EXPSTOP_ALMOST,Your Experience Lock gauge is almost empty.,您的經驗鎖定表幾乎是空的。
