Key,English,Thai
UI_PVPCONTEST_REGISTRATIONCOST,Registration cost:,ค่าใช้จ่ายในการลงทะเบียน:
UI_PVPCONTEST_MINGUILDLEVEL,Min. Guild Level:,เลเวลกิลด์ขั้นต่ำ:
UI_PVPCONTEST_MAXPARTICIPATINGPLAYERS,Max participating players: ,ผู้เข้าร่วมสูงสุด:
UI_PVPCONTEST_REGISTEREDGUILDS,Registered Guilds (Count: %d),กิลด์ที่ลงทะเบียน (จำนวน: %d)
UI_PVPCONTEST_REGISTER,Register,ลงทะเบียน
UI_PVPCONTEST_LINEUP,Line up,ไลน์อัพ
UI_PVPCONTEST_REMAKE_MAKEUP,Would like to organize line up for FWC PVP Contest again?,อยากจัดไลน์อัพสำหรับการแข่งขัน FWC PVP อีกครั้งไหม?
UI_PVPCONTEST_CONFIRM_LINEUP,Do you confirm the line up for FWC PVP Contest? You cannot change it after.,Do you confirm the line up for FWC PVP Contest? You cannot change it after.
UI_PVPCONTEST_SELECT_TITLE,Set Entry List for FWC PVP Contest,กำหนดรายชื่อผู้เข้าร่วมการแข่งขัน FWC PVP
UI_PVPCONTEST_SELECT_CONNECTED,Connected Guild Members,เชื่อมต่อกับสมาชิกกิลด์
UI_PVPCONTEST_SELECT_ENTRANT,Entrant List,รายชื่อผู้เข้าแข่งขัน
UI_PVPCONTEST_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,เพิ่มสมาชิกกิลด์ที่เชื่อมต่อไปยังรายชื่อผู้เข้าร่วม
UI_PVPCONTEST_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,ลบสมาชิกกิลด์ออกจากรายชื่อผู้เข้าร่วม
UI_PVPCONTEST_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,จัดเรียงสมาชิกกิลด์ที่เลือกไว้ด้านบน
UI_PVPCONTEST_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,จัดเรียงสมาชิกกิลด์ที่เลือกไว้ด้านล่าง
UI_PVPCONTEST_SELECT_COMPLETE,Complete,เสร็จสิ้น
UI_PVPCONTEST_SELECT_COMPLETE_TIP,Complete the entry list.,กรอกรายการให้ครบถ้วน
UI_PVPCONTEST_SELECT_REMAKE,Remake,สร้างใหม่
UI_PVPCONTEST_SELECT_REMAKE_TIP,Remake the entry list.,สร้างรายการใหม่
UI_PVPCONTEST_SELECT_INFO,Register your team. You can select a maximum of %d participating players. #b#cffff0000You CANNOT change the participating members later after registering.#nc#nb,ลงทะเบียนทีมของคุณ คุณสามารถเลือกผู้เล่นที่เข้าร่วมได้สูงสุด %d คน #b#cffff0000คุณไม่สามารถเปลี่ยนสมาชิกที่เข้าร่วมได้ภายหลังจากลงทะเบียนแล้ว#nc#nb
UI_PVPCONTEST_SELECT_ENTRANT_TIP,A maximum of %d members can join the FWC PVP Contest. Choose your best players wisely.,สมาชิกสามารถเข้าร่วมการแข่งขัน FWC PVP ได้สูงสุด %d คน เลือกผู้เล่นที่ดีที่สุดของคุณอย่างมีสติและไตร่ตรองให้ดี
UI_PVPCONTEST_SELECTMATCH,Select Match,เลือกการแข่ง
UI_PVPCONTEST_SELECTMATCH_TOOLTIP,Select today's match schedule.,เลือกการแข่งวันนี้จากตาราง
UI_PVPCONTEST_MATCH_TITLE,Select today's match,เลือกการแข่งวันนี้
UI_PVPCONTEST_MATCH_INFO,"Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day.",เลือกตารางการแข่งขันของวันนี้ โปรดจำไว้ว่าหากคุณมาไม่ทันเวลา คู่ต่อสู้ของคุณจะได้รับชัยชนะ #binstant#nb คุณสามารถเลือกการแข่งขันได้ #bone#nb ต่อวัน
UI_PVPCONTEST_MATCH_SELECT,Select match,เลือกการแข่ง
UI_PVPCONTEST_TELEPORT,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb,การแข่งขันของคุณจะเริ่มขึ้นในอีกไม่กี่นาที คุณต้องการเทเลพอร์ตไปยังสนามแข่งขันหรือไม่ #b#cffff0000 การปฏิเสธจะทำให้คุณจะไม่สามารถเข้าร่วมได้อีกในภายหลัง #nc#nb
UI_PVPCONTEST_JOINWAR_RANDOM,Random,สุ่ม
UI_PVPCONTEST_JOINWAR_TITLE,Resurrection Location,ตำแหน่งเกิด
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered the 1st area.,คุณได้เข้าสู่พื้นที่ 1 แล้ว
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered the 2nd area.,คุณได้เข้าสู่พื้นที่ 2 แล้ว
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered the 3rd area.,คุณได้เข้าสู่พื้นที่ 3 แล้ว
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered the 4th area.,คุณได้เข้าสู่พื้นที่ 4 แล้ว
UI_PVPCONTEST_JOINWAR_SELECT,Select the area you wish to enter.,เลือกพื้นที่ที่คุณต้องการเข้า
UI_PVPCONTEST_JOINWAR_MSG,"After %d, you enter %s.","ก่อน %d, คุณเข้าสู่ %s"
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s,การแข่งขันครั้งต่อไปของคุณจะเริ่มต้นใน: %s
UI_STARTERPASS,Starter Pass,Starter Pass
UI_PETPASS,Pet Pass,Pet Pass
UI_PIERCINGPASS,Piercing Pass,Piercing Pass
UI_UPGRADEPASS,Upgrade Pass,Upgrade Pass
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass,Element Upgrade Pass
UI_PARTYPASS,Party Pass,Party Pass
UI_COSTUMEPASS,Costume Pass,Costume Pass
UI_BATTLEPASS_MISSION_PETSKILL,Use pet grace skill,ใช้ทักษะที่สง่างามของสัตว์เลี้ยง
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Weapon, Shield or Suit Piercing",พยายามเจาะอาวุธ โล่ หรือชุด
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade,พยายามอัพเกรดธาตุ
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Try safety upgrade (Elemental),ลองอัพเกรดแบบปลอดภัย (ธาตุ)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Reach gear element upgrade %s or above,อัพเกรดธาตุอุปกรณ์ถึง %s หรือสูงกว่า
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt to Upgrade Gear or Accessories,พยายามอัพเกรดอุปกรณ์หรือเครื่องประดับ
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc),ลองอัพเกรดแบบปลอดภัย (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above,อัพเกรดอุปกรณ์หรือเครื่องประดับ %s ขึ้นไป
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party,ฆ่ามอนสเตอร์ปกติกับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party,ฆ่า %s กับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party,ผ่านดันเจี้ยนเป็นปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party,ผ่านดันเจี้ยน %s กับปาร์ตี้
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points,ได้รับแต้มปาร์ตี้ Skill
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe,ใส่ costume เข้าตู้เสื้อผ้า
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes,ได้รับ costumes
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(ธาตุ)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc),(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,เลเวลเพิ่มขึ้น
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,ถึงเลเวล %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change,เปลี่ยน 1st Job
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change,เปลี่ยน 2nd Job
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level,เพิ่มทักษะให้ถึงระดับสูงสุด
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster,ตามล่า Catcher มอนสเตอร์
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,ผลิต Pet Candy
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),ผลิต Pet Candy (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,เข้าร่วมกิลด์
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,เข้าร่วมปาร์ตี้
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,ได้รับ PK Chips
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item,เดินทาง %s km ด้วย Flying
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,เอาชนะมอนสเตอร์บนฟ้า
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang,รับบัฟจาก Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot,ทำคอมโบ %s ต่อเนื่องได้ โดยใช้ช่องสกิล
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated,มีการตั้งค่าเอฟเฟกต์ที่เปิดใช้งาน
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนนที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\n#ni\n#iรางวัลบางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลาเซิร์ฟเวอร์)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.,ไม่มีวันหมดอายุสำหรับ Starter Pass และผู้เล่นทุกคนสามารถใช้งานได้
UI_QUEST_STARTABLE,Startable,สามารถเริ่มได้
UI_SUMMERPASS2023,Summer Pass,Summer Pass
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.,แสดงเมนูอุปกรณ์สวิตช์
UI_APP_SWITCHEQUIP_DELETE,Delete,ลบ
UI_APP_SWITCHEQUIP_SAVE,Save,บันทึก
UI_APP_SWITCHEQUIP_COPY,Copy Equipment,คัดลอกอุปกรณ์
UI_APP_SWITCHEQUIP_USE,Use,ใช้งาน
UI_APP_SWITCHEQUIP_TITLE,Name ,ชื่อ
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Presets
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!,คุณจะต้องตั้งชื่อ Preset!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!,ชื่อที่คุณตั้งไว้สำหรับ Preset ไม่ถูกต้อง!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,สร้างใหม่
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut,สร้างทางลัด
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,ชื่อ Preset
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?,คุณแน่ใจที่จะลบ Preset %s หรือไม่?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,คุณต้องเลือก Preset
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing,ลองอัพเกรดหรือเจาะอุปกรณ์
UI_LEVEL_REQUIRED,Available after level %d.,พร้อมใช้งานหลังจากเลเวล %d
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d มอนสเตอร์ที่พิชิต: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),พิชิตมอนสเตอร์ (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,คุณมีเวลา %d วินาทีในการเข้าร่วม
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs,การแข่งวันนี้
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,รอบแรก
UI_PVPCONTEST_RANKING_BACKUP,Back-up,รอบสำรอง
UI_PVPCONTEST_RANKING_FINALS,Finals,รอบสุดท้าย
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb",ประกอบด้วยข้อมูลอันดับทั้งหมดสำหรับการแข่งขัน PVP ของ FWC ในปัจจุบัน\nหากมีเพียงกิลด์เดียวเท่านั้นที่ปรากฏในอันดับของรอบแรก แสดงว่ากิลด์นั้นไม่มีคู่ต่อสู้!\n#b#uคลิกที่กิลด์เพื่อดูสถิติของผู้เล่นที่เข้าร่วม#nu#nb
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,อันดับ FWC PvP Contest
UI_PVPCONTEST_RANKING_RANKING,Ranking,อันดับ
UI_PVPCONTEST_RANKING_RANK,Rank,Rank
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,ชื่อกิลด์
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,แต้ม
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Deaths
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.,คุณสามารถเรียกดู Info-Pang ได้โดยเลือกไปที่ เมนู > ตัวช่วย > Info-Pang
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,คุณสามารถดูข้อมูลนี้ได้อีกครั้งโดยคลิก Info-Pang > คลิกขวา > ตรวจสอบรายการ
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,คุณสามารถเลือกแมตช์และรับชมได้ที่นี่ #bหมายเหตุ: คุณจะมองไม่เห็นโดยผู้เล่นที่กำลังแข่งขันและจะสามารถสื่อสารได้กับผู้ชมคนอื่นเท่านั้น #nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,คุณต้องการไปชมการแข่งขันนั้นไหม? คุณจะได้รับการเทเลพอร์ตไปยังสนามแข่งขัน
UI_SERVERTRANSFER_TITLE,Server Transfer,ย้าย Server
UI_SERVERTRANSFER_MSG,Select server:,เลือก Server:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,เลือก Server ที่คุณต้องการโอนตัวละครของคุณไป โปรดตรวจสอบเว็บไซต์เพื่อดูกฎการย้าย Server
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,โปรดทราบว่าคำขอโอนย้าย Server จะดำเนินการเป็นรอบๆ ดังนั้นการย้ายของคุณจะไม่เกิดขึ้นทันทีหลังจากใช้ Scroll
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,ย้ายไป FWC Server
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,การโอนย้ายจะเกิดขึ้นหลังจากสิ้นสุดระยะเวลา FWC และในระหว่างนี้คุณยังคงสามารถเข้าสู่ระบบตัวละครของคุณได้ หากคุณไม่แน่ใจ คุณสามารถปิดหน้าต่างนี้และเลือกเข้าสู่ระบบครั้งต่อไป คุณไม่สามารถเปลี่ยนตัวเลือกของคุณได้หลังจากยืนยันแล้ว
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,มุมกล้องอิสระ
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,มุมกล้องปกติ
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,ออกจากการชมการแข่งขัน
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,ตั้งค่าการเข้าชม
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,ไม่สามารถใช้งานโหมดเต็มจอได้ หากคุณใช้ Safari ให้กด Share > Add to Home Screen (แชร์ > เพิ่มไปยังหน้าจอหลัก) และเปิดเกมจาก App List ของคุณ
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,ผู้เข้ารอบสุดท้าย
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,คุณแน่ใจหรือไม่ว่าต้องการถ่ายโอนตัวละครของคุณไปยัง %s? คุณไม่สามารถเปลี่ยนแปลงได้หลังจากกดยืนยันแล้ว
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,RPS Game\nคุณสามารถเข้าร่วม Global Limited Gacha ได้เมื่อคุณชนะเท่านั้น
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.",เมื่อคุณสุ่มกาชา คุณจะได้รับไอเท็ม 1 ชิ้นจากรายการด้านล่าง\nการสุ่มกาชาจะมีผลกับผู้เล่นทุกคนบนเซิร์ฟเวอร์ ดังนั้นจะได้รับรางวัลเป็นจำนวนจำกัด\nจำนวนจำกัดจะรีเซ็ตในเวลา 00:00 น. ตามเวลาเซิร์ฟเวอร์
UI_RPS_REWARD_TITLE,Result,ผลลัพธ์
UI_RPS_REWARD_TEXT,Would you like to accept the item?,คุณต้องการรับไอเท็มหรือไม่?
UI_RPS_REWARD_ACCEPT,Accept,ตกลง
UI_RPS_REWARD_DECLINE,Decline,ปฏิเสธ
UI_RPS_TITLE,Rock Paper Scissors,เป่ายิ้งฉุบ
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,คุณแพ้!
UI_RPS_PAPER,Paper,กระดาษ
UI_RPS_ROCK,Rock,ค้อน
UI_RPS_SCISSORS,Scissors,กรรไกร
UI_RPS_WIN_TITLE,You Win!,คุณชนะ!
UI_GACHA_ACCEPT,Accept,ยอมรับ
UI_GACHA_DECLINE,Decline,ยกเลิก
UI_MSGBOX_PASTE,Paste,วาง
UI_MSGBOX_CUT,Cut,ตัด
UI_GUILDBUFF_LEVEL,Activated Buff Level,เปิดบัฟเลเวล
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,เลเวลถัดไป %s / %s
UI_GUILDBUFF_DONATE,Donation,บริจาค
UI_GUILDBUFF_TAB_LIST,Buff Information,ข้อมูลบัฟ
UI_GUILDBUFF_TAB_TOKENS,Token Donation,บริจาค Token
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Exp และการดรอปของจากมอนสเตอร์
UI_GUILD_TAB_BUFFS,Guild Buff,บัฟกิลด์
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,ความในการโจมตีและความเร็วในการร่ายเวท
UI_GUILDBUFF_MEMBER,Member,สมาชิก
UI_GUILDBUFF_NONE,There is no donation yet. ,ไม่มีการบริจาค
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,การซื้อมีเงื่อนไขเลเวลที่ %d หรือสูงกว่า
UI_COSTUME_BOX_ITEM,Costume Box,กล่อง Costume
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,ดำเนินการ #b%s#nb สำเร็จ
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,ระดับการอัพเกรด Costume Box ลดลง
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,จำกัดการซื้อt: %d / %d
UI_FITTINGROOM_BG,Background,ฉากหลัง
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,การเลือกเคอร์เซอร์ให้เหมาะตาม Pixel 
UI_WEBVIEW_OPEN,Please open your web browser to continue.,กรุณาเปิดเว็บเบราว์เซอร์ของคุณเพื่อดำเนินการต่อ
UI_BATTLEPASS_JAN,January %d Pass,January %d Pass
UI_BATTLEPASS_FEB,February %d Pass,February %d Pass
UI_BATTLEPASS_MAR,March %d Pass,March %d Pass
UI_BATTLEPASS_APR,April %d Pass,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass,May %d Pass
UI_BATTLEPASS_JUN,June %d Pass,June %d Pass
UI_BATTLEPASS_JUL,July %d Pass,July %d Pass
UI_BATTLEPASS_AUG,August %d Pass,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass,October %d Pass
UI_BATTLEPASS_NOV,November %d Pass,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass,December %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,เข้าสู่ระบบติดต่อกัน %s วัน
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,เมื่อสิ้นสุด%sฤดูกาล: #b%s#nb (เวลา UTC)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนนที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni\n#iรางวัล Battle Pass บางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,สิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนน ที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\n#ni\n#iรางวัลบางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni,สิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Remote Shop
UI_HALLOWEENPASS,Halloween Pass,Halloween Pass
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot,เพิ่ม Slot
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bank Extra Bag
UI_EXTRA_BAG_FMT,Add Slot %s,เพิ่ม Slot %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,ไอเท็ม Rainbow
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,บินผ่านไอเท็มต่างๆ ตลอดการแข่งขัน เพื่อเก็บไปใช้แข่งกับคนอื่นๆ!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),อันดับ %d / %d (%d points)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!",ความเร็วลดลง เร่งความเร็วเพื่อหลีกเลี่ยงการถูกตัดสิทธิ์!
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,ตัวคูณความเร็วในปัจจุบัน: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,การสมัคร Rainbow Race
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d,การสมัครในปัจจุบัน: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.,สมัครการแข่ง Rainbow Race
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,ดูอันดับการแข่งขันครั้งก่อน
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.,ยังไม่ถึงช่วงรับสมัครในปัจจุบัน
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: ,การแข่งขันครั้งต่อไป: 
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon,สร้างอาวุธ Ultimate
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status.","การแปลงอาวุธขั้น Ultimate\nคุณสามารถสร้างอาวุธขั้นสูงสุดสำหรับอุปกรณ์ระดับ 140 ขึ้นไปได้ คุณสามารถแปลงอาวุธ +10 ให้เป็นอาวุธขั้นสูงสุดได้ การแปลงจะไม่ล้มเหลว และสำหรับการแปลง คุณจะต้องมี Shining Orikalkums 3 อัน, Ultimate Orbs 3 อัน และ 100 ล้าน Penya อาวุธขั้นสูงสุดจะแปลงโดยคงการอัปเกรดธาตุทั้งหมดและสถานะการเจาะ"
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?,ต้องการดำเนินการต่อไหม?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.,ไอเทมนี้ใช้ไม่ได้
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.,คุณสามารถแปลงได้เฉพาะไอเท็มที่ระดับอัพเกรดสูงสุดแล้วเท่านั้น
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon,สามารถแปลงเป็นอาวุธขั้น Ultimate ได้
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained,สุ่มค่า Status
UI_RESTAT_TITLE,Re-Stat,Re-Stat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),คุณต้องการใช้การอัปเกรดแบบ Fixed Stat กับไอเท็มต่อไปนี้หรือไม่?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),คุณต้องการใช้การอัปเกรดค่ status สุ่มกับไอเทมต่อไปนี้หรือไม่?\n(%s)
