Key,English
UI_PET_GRADE_2,E Tier
UI_PET_GRADE_3,D Tier
UI_PET_GRADE_4,C Tier
UI_PET_GRADE_5,B Tier
UI_PET_GRADE_6,A Tier
UI_PET_GRADE_7,S Tier
UI_PET_EXP_MAX,Exp: 99.99%
UI_PET_EXP,Exp: %.2f%%
UI_TOOLTIP_ABILITY,Bonus
UI_PET_HP,Energy: %d / %d
UI_PET_LEVEL,Lv%d
UI_PET_DEAD,(DEAD)
UI_PET_REROLL_TIER,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear the target
UI_OPTION_TAB_UI,Interface
UI_OPTION_AUTO_ATTACK,Auto Attack
UI_OPTION_FIXED_CAMERA,Fixed Camera
UI_OPTION_OTHER_DAMAGES,Display all damage
UI_OPTION_HIDE_OTHER_PLAYERS,Hide other Players
UI_OPTION_TRANSPARENT_CHAT,Transparent chat
UI_OPTION_RIGHT_CLICK_MENU,Right Click Player Menu
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.
UI_OPTION_SELECT_PETS,Select Pets
UI_FACE_SHOP_TITLE,Plastic Surgery
UI_FACE_SHOP_BASE_FACE,Friendly Face
UI_FACE_SHOP_NEW_FACE,New Face
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s
UI_TOOLTIP_COMBO_STEP,Step
UI_TOOLTIP_COMBO_CIRCLE,Circle
UI_TOOLTIP_COMBO_FINISH,Finish
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling
UI_TOOLTIP_SCALE_HEAL,Heal Scaling
UI_TOOLTIP_SCALE_TIME,Time Scaling
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling
UI_TOOLTIP_SCALE_PARAM_PER,per
UI_TOOLTIP_SCALE_PARAM_MAX,max
UI_TOOLTIP_PVP,PVP
UI_TOOLTIP_PVE,PVE
UI_TOOLTIP_AROUND,Around
UI_TOOLTIP_BASE_HEAL,Base Heal: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face
UI_NEWCHAR_HAIR,Hair
UI_NEWCHAR_HAIR_COLOR,Hair Color
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.
UI_KEYBIND_CHAR_CONTROL,Movement Keys
UI_KEYBIND_MOVE_FORWARD,Move Forward
UI_KEYBIND_MOVE_BACKWARD,Move Backward
UI_KEYBIND_TURN_LEFT,Turn Left
UI_KEYBIND_TURN_RIGHT,Turn Right
UI_KEYBIND_JUMP,Jump
UI_KEYBIND_WALK,Toggle Run/Walk
UI_KEYBIND_SKILL_COMBO,Action Slot
UI_KEYBIND_CLEAR_TARGET,Clear Target
UI_KEYBIND_TRACE_TARGET,Follow Target
UI_KEYBIND_SELECT_TARGET,Select PVP Target
UI_KEYBIND_APPLETS,Windows
UI_KEYBIND_CAMERA,Camera Control
UI_KEYBIND_CAMERA_LEFT,Rotate Left
UI_KEYBIND_CAMERA_RIGHT,Rotate Right
UI_KEYBIND_CAMERA_UP,Rotate Up
UI_KEYBIND_CAMERA_DOWN,Rotate Down
UI_KEYBIND_ZOOM_IN,Zoom In
UI_KEYBIND_ZOOM_OUT,Zoom Out
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom
UI_KEYBIND_TASKBAR,Taskbar Functions
UI_KEYBIND_TASKBAR_N,Taskbar %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d
UI_KEYBIND_TASKBAR2,Additional Taskbars
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen
UI_KEYBIND_MAIN_MENU,Main Menu
UI_KEYBIND_TOGGLE_UI,Hide/Show UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode
UI_KEYBIND_GAME,Game Functions
UI_KEYBIND_NONE,Not Bound
UI_KEYBIND_UNBIND,Unbind the key
UI_KEYBIND_TITLE,Keys
UI_KEYBIND_RESET,Reset
UI_UPGRADECARD_TITLE,Socket Card Upgrade
UI_UPGRADECARD_REGISTER,Register material card.
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle
UI_RESHUFFLECARD_REGISTER,Register weapon material card.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?"
UI_CONVERTSOULLINK_TITLE,Convert soul link
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?
UI_GUILD_TOOLTIP_EXP,Exp:
UI_GUILD_TOOLTIP_GOLD,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel
UI_CHANGECHANNEL_MSG,Select channel:
UI_REPORT_TITLE,Report
UI_REPORT_PLAYER_LABEL,Player
UI_REPORT_REASON_LABEL,Reason
UI_REPORT_MESSAGE_LABEL,Message
UI_REPORT_SEND,Send
UI_REPORT_REASON0,Botting
UI_REPORT_REASON1,Real money transfer
UI_REPORT_REASON2,Cheating / hacking
UI_REPORT_REASON3,Bad behavior
UI_REPORT_REASON4,Insults
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.
UI_APP_ACHIEVEMENTS_TIP,Displays the Achievements Menu.
UI_ACHIEVEMENTS_TITLE,Achievements
UI_ACHIEVEMENTS_GENERAL_TAB,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges
UI_ACHIEVEMENTS_EVENTS_TAB,Events
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Connection series
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Total connection
UI_ACHIEVEMENTS_DESCRIPTION,Description
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.
UI_ACHIEVEMENTS_REWARD,Reward List
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%
UI_ACHIEVEMENTS_PROGRESSION,Progression
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%
UI_ACHIEVEMENTS_NOTITLE,No Title
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Do not show any title.
UI_ACHIEVEMENTS_PVPTITLE,PVP Title
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Show your current PVP title.
UI_ACHIEVEMENTS_TITLES_SELECT,Select
UI_ACHIEVEMENTS_TITLES_FROM,From
UI_ACHIEVEMENTS_CLAIMBTN,Claim
UI_ACHIEVEMENTS_CLAIMTIP,Receive your rewards!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Spin the wheel! Will you be lucky today?
UI_ACHIEVEMENTS_AVAILABLE,Available
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d
UI_PARTY_PERMANENT_CONFIRM,Members of your party will no longer be ejected automatically when they are offline. If you create or join another party it will have no effect on the new party. Do you confirm the use?
UI_PARTY_PERMANENT,Permanent Party
UI_SEARCHPARTY_TITLE,Search Party
UI_SEARCHGUILD_TITLE,Search Guild
UI_GROUPSEARCH,Search
UI_TOOLTIP_TRANSMUTE,Transmutation:
UI_TOOLTIP_RARITY,Rarity:
UI_TOOLTIP_RARITY_NORMAL,Common
UI_TOOLTIP_RARITY_RARE,Uncommon
UI_TOOLTIP_RARITY_STRONG,Rare
UI_TOOLTIP_RARITY_UNIQUE,Unique
UI_TOOLTIP_RARITY_VERYRARE,Very Rare
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate
UI_WORLD_CASTING,Casting
UI_WORLD_HARVESTING,Harvesting
UI_WORLD_OPENING,Opening
UI_WORLD_CHARGING,Charging
UI_NAVIGATOR_LOCALTIME,Local Time
UI_NAVIGATOR_SERVERTIME,Server Time
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time
UI_UPGRADESAFE_STOP,Stop
UI_UPGRADESAFE_RESET,Reset
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sun Stone
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card
UI_UPGRADESAFE_COST,#b%s#nb per attempt
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal
UI_UPGRADESAFE_TARGET,Upgrade Goal
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~
UI_UPGRADESAFE_CURRENT,~Current Value~
UI_SEARCHGROUP_MODE_NO,Not findable
UI_SEARCHGROUP_MODE_CONFIRM,Leader approval
UI_SEARCHGROUP_MODE_FREE,Join freely
UI_GROUPSEARCH_REFRESH,Refresh
UI_GROUPSEARCH_FILTER,Filter:
UI_GROUPSEARCH_SORT,Sort:
UI_GROUPSEARCH_PARTYNAME,Party Name
UI_GROUPSEARCH_GUILDNAME,Guild Name
UI_GROUPSEARCH_LEADER,Leader
UI_GROUPSEARCH_MASTER,Master
UI_GROUPSEARCH_LEVEL,Level
UI_GROUPSEARCH_MEMBERS,Members
UI_GROUPSEARCH_BUFFS,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level
UI_GROUPSEARCH_LEADERNAME,Leader Name
UI_GROUPSEARCH_MASTERLEVEL,Master Level
UI_GROUPSEARCH_MASTERNAME,Master Name
UI_GROUPSEARCH_ALL,All
UI_GROUPSEARCH_FRIENDS,Friend Leaders
UI_GROUPSEARCH_STRANGERS,Stranger Leaders
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters
UI_GROUPSEARCH_MASTERSTRANGERS,Stranger Masters
UI_GROUPSEARCH_JOIN,Join
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?
UI_GUILD_SEARCHNOTICE,Search Notice
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.
UI_DAMAGEMETER_RESET,Reset Damage Statistics
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics
UI_SHOP_QUICK_SELL,Quick Sell
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.
UI_SHOP_BUY_BACK,Buy Back
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.
UI_SHOP_QUICK_SELL_CONFIRM,Sell
UI_SHOP_QUICK_SELL_TOTAL,Total:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower
UI_SHOP_QUICK_SELL_RARE,Rare & Lower
UI_SHOP_QUICK_SELL_FOOD,Food
UI_SHOP_QUICK_SELL_POTION,Potion
UI_SHOP_BACK_TITLE,Buy back item
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range
UI_TOOLTIP_SKILLUP,Skill Damage
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage
UI_TOOLTIP_HEALUP,Healing
UI_TOOLTIP_SKILLRANGE,Skill Range
UI_MAP_MENU,Menu
UI_MAP_MENU_TIP,Hide/Show the menu
UI_TOOLTIP_RESTOREUP,HP Restoration
UI_OPTION_FRAMERATE,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second
UI_OPTION_FRAMERATE_SYNC,VSync
UI_WORLD_FLY_EQUIP,Fly
UI_WORLD_FLY_UNEQUIP,Land
UI_WORLD_PARTY,Party x%d
UI_WORLD_BUFF,Buff x%d
UI_QUESTGOAL_MOBILE,Quest
UI_INPUT_NUMBER,Input a number
UI_SKILL_CLOSED,Closed
UI_SKILL_POINT_COST,Point Cost
UI_SKILL_ADD_COMBO,Add to Combo
UI_SKILL_COMBO,Combo Bar
UI_CASHSHOP_PENYA_ONLY,Penya Only
UI_CASHSHOP_PENYA,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance
UI_TOOLTIP_DST_PVP_DMG,PvP Damage
UI_TOOLTIP_DST_PVE_DMG,PvE Damage
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds
UI_TOOLTIP_MAXHIT,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop
UI_PRIVATE_SHOP_VENDOR,Vendor
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:
UI_TIMEINFO_TITLE,Info
UI_TIMEINFO_SERVER,Current Server
UI_TIMEINFO_TIME,Current Time
UI_TIMEINFO_CONNECTION,Connection Time
UI_TIMEINFO_SESSION,Session Duration
UI_CHAT_TITLE,Chat
UI_CHAT_FILTERS,Filters
UI_CHAT_VIEW_LANGUAGES,View Languages
UI_CHAT_YOUR_LANGUAGE,Your Language
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link
UI_INVENTORY_PUTCHAT,Link in Chat
UI_INVENTORY_LOCK,Mark Favorite
UI_INVENTORY_UNLOCK,Unmark Favorite
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.
UI_INVENTORY_TAB_ALL,All
UI_INVENTORY_TAB_GENERAL,General
UI_INVENTORY_TAB_PET,Pet
UI_INVENTORY_TAB_CLOTH,Cloth
UI_INVENTORY_TAB_QUEST,Quest
UI_INVENTORY_DROP,Drop
UI_INVENTORY_DELETE_BTN,Delete
UI_INVENTORY_ACTION_USE,Use
UI_INVENTORY_ACTION_EQUIP,Equip
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.
UI_UPGRADE_PROB,Success: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders
UI_OPTION_BLOOM,Bloom
UI_OPTION_DOF,Depth of Field
UI_OPTION_SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.
UI_OPTION_BLOOMQUALITY,Bloom Quality
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.
UI_OPTION_COLORBLIND,Colorblind Mode
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.
UI_OPTION_CAMERAFOCUS,Camera Focus
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.
UI_MESSAGE_TIME,%s Ago
UI_MESSAGE_CLEAR,Clear messages
UI_INSTANTMSG_TITLE_TIP,Manage your Messages
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb
UI_CHARINFO_PARAM_BASE,From Stats:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:
UI_WORLD_COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)"
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.
UI_BOUNTYINPUT_REGISTER,Register
UI_BOUNTYINPUT_FEE,+ %s%% Fee
UI_BOUNTYINPUT_TOTAL,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty
UI_BOUNTYINPUT_LABEL_DURATION,Duration
UI_BOUNTYINPUT_LABEL_REWARD,Reward
UI_BOUNTYINPUT_LABEL_TOTAL,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment
UI_BOUNTYLIST_TITLE,Bounty List
UI_BOUNTYLIST_HEADER_NAME,Name
UI_BOUNTYLIST_HEADER_LEVEL,Level
UI_BOUNTYLIST_HEADER_REWARD,Reward
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left
UI_BOUNTYLIST_HEADER_COMMENT,Comment
UI_BOUNTYPOS_TITLE,Bounty Position
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?
UI_APP_GACHA_TIP,Displays the Gacha Menu.
UI_GACHA_TITLE,Gacha
UI_GACHA_OPEN,Open
UI_GACHA_QUANTITY_MAX,Max
UI_GACHA_RESET,Reset
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot."
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d."
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.
UI_GACHA_LASTITEM,Last item
UI_GACHA_PREVIEW,PREVIEW
UI_GACHA_SOLDOUT,Sold out
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!
UI_WELCOME_BTN,Let's go!
UI_TUTORIAL_MSG,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing
UI_TOOLTIP_ELEMENT,Element: %s
UI_APP_BOT_TIP,Bot Simulation
UI_TOOLTIP_DST_EXP,Monster Exp
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery
UI_TOOLTIP_DST_AUTOHP,HP Recovery %d%% Below %d%%
UI_OPTION_MYNAME,My Name
UI_OPTION_OTHERNAME,Others Name
UI_OPTION_NPCNAME,NPCs Name
UI_TOOLTIP_DST_RECOVERY_EXP,Exp Lost
UI_GUILD_NAME_COLOR,Guild Name Color
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction
UI_MSGBOX_CONFIRM,Confirm
UI_CHANGECHAR_TITLE,Change Character
UI_CHANGECHAR_MSG,Select character and channel:
UI_CHARINFO_EXPRATE,Exp Rate
UI_CHARINFO_EXPRATE_TIP,Your personal Exp rate. Does not include server and event rates.
UI_TOOLTIP_ITEM_BINDING,Binding
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.
UI_BINDING_NOTICE,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.
UI_BINDING_TITLE,Binding
UI_BINDING_CONFIRM,Do you want to continue?
UI_UNBINDING_TITLE,Unbinding
UI_UNBINDING_MSG_TITLE,Confirm Unbinding
UI_UNBINDING_MSG,Do you confirm the removal of #ball item improvements#nb to unbind the item?
UI_UNBINDING_LABEL,Place an item in the slot below:
UI_ELEMENT_CHANGE_SLOT,Place an item here to change it's elemental attribute.
UI_ELEMENT_CHANGE_TIP,Change to %s Element
UI_EXPSTOP_RELOAD,Reload
UI_EXPSTOP_BTN,Lock Exp
UI_EXPSTOP_BTN_TIP,Stop gaining experience from killed monsters. You still get experience from quests.
UI_EXPSTOP_RELOAD_TITLE,Exp Lock Reload
UI_EXPSTOP_RELOAD_MSG,"You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?"
UI_EXPSTOP_RELOAD_LABEL,Monsters:
UI_EXPSTOP_RELOAD_CONFIRM,Will you pay %s Penya to reload the Exp Lock gauge?
UI_ARENA_RANKING_TITLE,Arena Ranking
UI_ARENA_RANKING_NAME,Name
UI_ARENA_RANKING_LEVEL,Level
UI_ARENA_RANKING_JOB,Job
UI_ARENA_RANKING_KILLS,Kills
UI_ARENA_RANKING_DEATHS,Deaths
UI_ARENA_RANKING_RATIO,Ratio
UI_ARENA_RANKING_DIFF,Difference
UI_ARENA_RANKING_PERFECT,Perfect
UI_ARENA_RANKING_LASTUPDATE,Last update:
UI_ARENA_RANKING_RANK,Your rank:
UI_ARENA_RANKING_NORANK,not ranked
UI_ARENA_REWARD_TITLE,Arena Reward
UI_ARENA_REWARD_DESCHDR,Description
UI_ARENA_REWARD_DESC,Fight other players in the arena and win in order to move up in the ranking.\nThe ranking will reset each week and the players at the top will earn rewards.
UI_ARENA_REWARD_PRIZEHDR,Prize Details
UI_ARENA_REWARD_RESETHDR,Next reset
UI_PARTY_MINLEVEL,Min Level
UI_PARTY_MINLEVEL_TIP,Minimum party member level required to receive experience.
UI_PARTY_MINLEVEL_VAL_M,%d #i(Affected by master player)#ni
UI_PARTY_EXPBONUS,Exp Bonus
UI_PARTY_EXPBONUS_TIP,"Experience Bonus that you get with the Party. Active members are those who participate in the current combat. Contribution includes attacking, healing and tanking."
UI_PARTY_EXPBONUS_ACTIVE,x Active
UI_TOOLTIP_BLESSING_WARNING,Blessed items cannot be dropped or traded.
UI_TOOLTIP_BLESSING,Goddess Blessing
UI_OPTION_ONECLICKATTACK,Single Click to Attack
UI_GEM_CREATE,Extract
UI_COMBATPOWER_RANKING_TITLE,Combat Power Ranking
UI_ACHIEVEMENT_REMAINING,Remaining: %d / %d
UI_ACHIEVEMENT_SOLDOUT,Sold out
UI_SHININGDICE_UPGRADE,Power Dice 4/6/12
UI_SHININGDICE_PIERCING,Power Dice 8/10
UI_CRAFTPETCANDY_MAT,Harvested Berry
UI_CRAFTPETCANDY_CANDY,Pet Candy
UI_SHININGDICE_BINDING,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc
UI_TOOLTIP_DURATION,Duration:
UI_TOOLTIP_DURATION_ONLINE,(Online)
UI_TOOLTIP_DURATION_OFFLINE,(Offline counted)
UI_TOOLTIP_DURATION_EQUIP,(After first use)
UI_TOOLTIP_DURATION_VENDOR,Shop Time:
UI_TOOLTIP_VISUAL_CLOAK,Can be worn over another cloak.
UI_MESSAGE_ADMINCLIENT,Only Game Masters can login. Please use the public client to play.
UI_CONVERTWEAP_WEAPON,Weapon
UI_CONVERTWEAP_WEAPON_TIP,Place a General Weapon in the window to upgrade it to a Unique Weapon.
UI_CONVERTWEAP_DICE,Shining Power Dice
UI_CONVERTWEAP_DICE_TIP,You need to use a Shining Power Dice.
UI_CONVERTWEAP_GEM,Jewel
UI_CONVERTWEAP_GEM_TIP,Please use the correct Jewels.
UI_TRANSMUTE_TITLE,Wardrobe
UI_TRANSMUTE_DESTROY,"This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?"
UI_TRANSMUTE_PRIMARY,Primary Item
UI_TRANSMUTE_HEADER,You have #b%d#nb Wardrobe items.
UI_TRANSMUTE_INFO,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.
UI_TRANSMUTE_OUTPUT,Output
UI_TRANSMUTE_PRIMARY_TIP,Place an item to add a visual transmutation to.
UI_TRANSMUTE_SACRIFICE_TIP,Place an item to sacrifice for the appearance.
UI_TELEPORT_BTN,Let's go!
