Key,English,Simplified_Chinese
PROPSKILL_TXT_140003,A hp increase of 10% wraps around you like a spectral embrace.,A hp increase of 10% wraps around you like a spectral embrace.
PROPSKILL_TXT_140004,Asylum DEF Low Bless,Asylum DEF Low Bless
PROPSKILL_TXT_140005,"The Asylum bestows a 2% def boost, filling you with eerie strength.","The Asylum bestows a 2% def boost, filling you with eerie strength."
PROPSKILL_TXT_140006,Asylum DEF High Bless,Asylum DEF High Bless
PROPSKILL_TXT_140007,The Asylum shields you from harm! Your defense rises by 5% under its eerie protection.,The Asylum shields you from harm! Your defense rises by 5% under its eerie protection.
PROPSKILL_TXT_140008,Asylum Elemental Low Bless,Asylum Elemental Low Bless
PROPSKILL_TXT_140009,"Imbues your attacks with the power of all elements, increasing elemental damage by 5%.","Imbues your attacks with the power of all elements, increasing elemental damage by 5%."
PROPSKILL_TXT_140010,Asylum Elemental High Bless,Asylum Elemental High Bless
PROPSKILL_TXT_140011,The Asylum grants you a 10% boost to all elemental damage types.,The Asylum grants you a 10% boost to all elemental damage types.
PROPSKILL_TXT_140012,Asylum Speed Low Bless,Asylum Speed Low Bless
PROPSKILL_TXT_140013,A blessing from beyond: +5% speed granted under Asylum’s watchful eye.,A blessing from beyond: +5% speed granted under Asylum’s watchful eye.
PROPSKILL_TXT_140014,Asylum Speed High Bless,Asylum Speed High Bless
PROPSKILL_TXT_140015,The Asylum whispers power. 10% more speed surges through you.,The Asylum whispers power. 10% more speed surges through you.
PROPSKILL_TXT_140016,Asylum Attack Low Bless,Asylum Attack Low Bless
PROPSKILL_TXT_140017,The Asylum sharpens your resolve as your attack power increases by 5% with otherworldly force.,The Asylum sharpens your resolve as your attack power increases by 5% with otherworldly force.
PROPSKILL_TXT_140018,Asylum Attack High Bless,Asylum Attack High Bless
PROPSKILL_TXT_140019,"The Asylum bestows a 10% attack boost, filling you with eerie strength.","The Asylum bestows a 10% attack boost, filling you with eerie strength."
PROPSKILL_TXT_140020,Asylum Boss DMG Low Bless,Asylum Boss DMG Low Bless
PROPSKILL_TXT_140021,"Empowered by the Asylum’s presence, your strikes deal 5% more damage to bosses.","Empowered by the Asylum’s presence, your strikes deal 5% more damage to bosses."
PROPSKILL_TXT_140022,Asylum Boss DMG High Bless,Asylum Boss DMG High Bless
PROPSKILL_TXT_140023,An intense force surges through you! Bosses now suffer 10% more damage from your wrath.,An intense force surges through you! Bosses now suffer 10% more damage from your wrath.
PROPSKILL_TXT_140024,Asylum All Stats Low Bless,Asylum All Stats Low Bless
PROPSKILL_TXT_140025,The Asylum grants unnatural harmony. Your base stats increase by 10 as if guided by unseen forces.,The Asylum grants unnatural harmony. Your base stats increase by 10 as if guided by unseen forces.
PROPSKILL_TXT_140026,Asylum All Stats High Bless,Asylum All Stats High Bless
PROPSKILL_TXT_140027,"The Asylum bestows a 10% all boost, filling you with eerie strength.","The Asylum bestows a 10% all boost, filling you with eerie strength."
PROPSKILL_TXT_140028,Asylum Boss Incoming Bless,Asylum Boss Incoming Bless
PROPSKILL_TXT_140029,The Asylum veils you in shadow. Damage taken from bosses is reduced by 5%.,The Asylum veils you in shadow. Damage taken from bosses is reduced by 5%.
PROPSKILL_TXT_140030,Asylum Boss Incoming Bless,Asylum Boss Incoming Bless
PROPSKILL_TXT_140031,A protective force from the Asylum dampens the fury of bosses. You receive 10% less damage from them.,A protective force from the Asylum dampens the fury of bosses. You receive 10% less damage from them.
PROPSKILL_TXT_140032,Asylum HP Low Curse,Asylum HP Low Curse
PROPSKILL_TXT_140033,A curse from the Asylum weakens your vitality. Your max HP is reduced by 5%.,A curse from the Asylum weakens your vitality. Your max HP is reduced by 5%.
PROPSKILL_TXT_140034,Asylum HP High Curse,Asylum HP High Curse
PROPSKILL_TXT_140035,The Asylum drains your life force. You suffer a 10% reduction in max HP.,The Asylum drains your life force. You suffer a 10% reduction in max HP.
PROPSKILL_TXT_140036,Asylum DEF Low Curse,Asylum DEF Low Curse
PROPSKILL_TXT_140037,Your defense falters under the weight of the Asylum's curse. It is reduced by 2%.,Your defense falters under the weight of the Asylum's curse. It is reduced by 2%.
PROPSKILL_TXT_140038,Asylum DEF High Curse,Asylum DEF High Curse
PROPSKILL_TXT_140039,The Asylum strips away your protection. Your defense drops by 5%.,The Asylum strips away your protection. Your defense drops by 5%.
PROPSKILL_TXT_140040,Asylum Elemental Low Curse,Asylum Elemental Low Curse
PROPSKILL_TXT_140041,Elemental energy slips from your grasp. All elemental damage is reduced by 5%.,Elemental energy slips from your grasp. All elemental damage is reduced by 5%.
PROPSKILL_TXT_140042,Asylum Elemental High Curse,Asylum Elemental High Curse
PROPSKILL_TXT_140043,The Asylum disrupts your connection to the elements. Your elemental power drops by 10%.,The Asylum disrupts your connection to the elements. Your elemental power drops by 10%.
PROPSKILL_TXT_140044,Asylum Speed Low Curse,Asylum Speed Low Curse
PROPSKILL_TXT_140045,A subtle curse slows your movements. Your speed decreases by 5%.,A subtle curse slows your movements. Your speed decreases by 5%.
PROPSKILL_TXT_140046,Asylum Speed High Curse,Asylum Speed High Curse
PROPSKILL_TXT_140047,The Asylum binds your limbs in dread. Speed is reduced by 10%.,The Asylum binds your limbs in dread. Speed is reduced by 10%.
PROPSKILL_TXT_140048,Asylum Attack Low Curse,Asylum Attack Low Curse
PROPSKILL_TXT_140049,The curse dulls your strength. Attack power reduced by 5% under the Asylum's shadow.,The curse dulls your strength. Attack power reduced by 5% under the Asylum's shadow.
PROPSKILL_TXT_140050,Asylum Attack High Curse,Asylum Attack High Curse
PROPSKILL_TXT_140051,The Asylum saps your aggression. Attack power falls by 10%.,The Asylum saps your aggression. Attack power falls by 10%.
PROPSKILL_TXT_140052,Asylum Boss DMG Low Curse,Asylum Boss DMG Low Curse
PROPSKILL_TXT_140053,The Asylum twists your strikes. Damage dealt to bosses is reduced by 5%.,The Asylum twists your strikes. Damage dealt to bosses is reduced by 5%.
PROPSKILL_TXT_140054,Asylum Boss DMG High Curse,Asylum Boss DMG High Curse
PROPSKILL_TXT_140055,Your blows grow weaker against the mighty. Boss damage drops by 10% under the curse.,Your blows grow weaker against the mighty. Boss damage drops by 10% under the curse.
PROPSKILL_TXT_140056,Asylum All Stats Low Curse,Asylum All Stats Low Curse
PROPSKILL_TXT_140057,The curse fractures your inner balance. All base stats fall by 5.,The curse fractures your inner balance. All base stats fall by 5.
PROPSKILL_TXT_140058,Asylum All Stats High Curse,Asylum All Stats High Curse
PROPSKILL_TXT_140059,The Asylum crushes your essence. All base stats are reduced by 10.,The Asylum crushes your essence. All base stats are reduced by 10.
PROPSKILL_TXT_140060,Asylum Boss Incoming Curse,Asylum Boss Incoming Curse
PROPSKILL_TXT_140061,The Asylum exposes your weaknesses. Damage received from bosses is increased by 5%.,The Asylum exposes your weaknesses. Damage received from bosses is increased by 5%.
PROPSKILL_TXT_140062,Asylum Boss Incoming Curse,Asylum Boss Incoming Curse
PROPSKILL_TXT_140063,Your defenses falter under the Asylum's curse. Bosses deal 10% more damage to you.,Your defenses falter under the Asylum's curse. Bosses deal 10% more damage to you.
PROPSKILL_TXT_140064,Trap: Debuff,Trap: Debuff
PROPSKILL_TXT_140065,Deploy a trap that deals damage with a 15% chance to slow down targets.,Deploy a trap that deals damage with a 15% chance to slow down targets.
PROPSKILL_TXT_140066,Pit,Pit
PROPSKILL_TXT_140067,You have stepped on a trap.,You have stepped on a trap.
PROPSKILL_TXT_140068,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140069,Crowd Controller,Crowd Controller
PROPSKILL_TXT_140071,Trap: DoT,Trap: DoT
PROPSKILL_TXT_140072,Deploy a trap that deals continuous damage.,Deploy a trap that deals continuous damage.
PROPSKILL_TXT_140073,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140076,Trap: AoE,Trap: AoE
PROPSKILL_TXT_140077,Deploy a trap that deals damage in the designated area.,Deploy a trap that deals damage in the designated area.
PROPSKILL_TXT_140078,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140081,Trap: Binding,Trap: Binding
PROPSKILL_TXT_140082,Deploy a trap that immobilizes the target.,Deploy a trap that immobilizes the target.
PROPSKILL_TXT_140083,Skilled Installation,Skilled Installation
PROPSKILL_TXT_140086,Trap: Blast,Trap: Blast
PROPSKILL_TXT_140087,Deploy a trap that pushes the target away.,Deploy a trap that pushes the target away.
PROPSKILL_TXT_140088,Proficient Traps,Proficient Traps
PROPSKILL_TXT_140091,Marked Prey,Marked Prey
PROPSKILL_TXT_140092,Normal attack critical damage increases against enemies affected by the Pit debuff from being caught in a trap.,Normal attack critical damage increases against enemies affected by the Pit debuff from being caught in a trap.
PROPSKILL_TXT_140093,Advanced Trap,Advanced Trap
PROPSKILL_TXT_140094,Increases your traps’ range.,Increases your traps’ range.
PROPSKILL_TXT_140095,Devastating Sting,Devastating Sting
PROPSKILL_TXT_140096,Increases damage dealt by normal attacks.,Increases damage dealt by normal attacks.
PROPSKILL_TXT_140097,Nearby Shot,Nearby Shot
PROPSKILL_TXT_140098,Increased damage for auto attacks when you more than 5m from your target.,Increased damage for auto attacks when you more than 5m from your target.
PROPSKILL_TXT_140099,Feeble Arms,Feeble Arms
PROPSKILL_TXT_140100,Monsters take less damages from you but have higher drop rates.,Monsters take less damages from you but have higher drop rates.
PROPSKILL_TXT_150142,Four Strikes,Four Strikes
PROPSKILL_TXT_150143,"Your auto attacks apply stacks, which pop at 4 stacks to deal extra damage.","Your auto attacks apply stacks, which pop at 4 stacks to deal extra damage."
PROPSKILL_TXT_150144,Auto Attack Stacks,Auto Attack Stacks
PROPSKILL_TXT_150145,Execution of Justice,Execution of Justice
PROPSKILL_TXT_150146,"Leap forward, knocking nearby enemies towards you and reducing their movement speed.","Leap forward, knocking nearby enemies towards you and reducing their movement speed."
PROPSKILL_TXT_150147,Leap of Faith,Leap of Faith
PROPSKILL_TXT_150148,Hero's Emergence,Hero's Emergence
PROPSKILL_TXT_150149,Faction Collapse,Faction Collapse
PROPSKILL_TXT_150150,Lillith's Gaze,Lillith's Gaze
PROPSKILL_TXT_150151,"Gaze upon your target, slowing them down and forcing them to move towards you.","Gaze upon your target, slowing them down and forcing them to move towards you."
PROPSKILL_TXT_150152,Sure Gaze,Sure Gaze
PROPSKILL_TXT_150153,Slowing,Slowing
PROPSKILL_TXT_150155,Cimetiere's Scream,Cimetiere's Scream
PROPSKILL_TXT_150156,"Invoke the spirit of Cimetiere for a short period on the target area, dealing damage to the vicinity with a chance to silence.","Invoke the spirit of Cimetiere for a short period on the target area, dealing damage to the vicinity with a chance to silence."
PROPSKILL_TXT_150158,Debuff Chance,Debuff Chance
PROPSKILL_TXT_150160,Aether Rend,Aether Rend
PROPSKILL_TXT_150161,Remove a number of Disable and Weaken debuffs from your target up to the number of Malefic Detonation and Damnation Surge stacks available. This skill consumes all stacks of both skills. The damage of this skill scales with Debuff and Weaken effect on you.,Remove a number of Disable and Weaken debuffs from your target up to the number of Malefic Detonation and Damnation Surge stacks available. This skill consumes all stacks of both skills. The damage of this skill scales with Debuff and Weaken effect on you.
PROPSKILL_TXT_150162,Additional Buffs,Additional Buffs
PROPSKILL_TXT_150163,Additional Damage,额外伤害
PROPSKILL_TXT_150165,Yo-Yo Storm,轮舞飓风
PROPSKILL_TXT_150166,Spin your yo-yos in place to continuously attack all nearby enemies.,原地旋转飞轮，持续攻击周围所有敌人。
PROPSKILL_TXT_150167,Extended Range,Extended Range
PROPSKILL_TXT_150169,CC Attack,CC Attack
PROPSKILL_TXT_150170,Toxic Cloud,毒雾
PROPSKILL_TXT_150171,"Throw a vial of toxins at an area, creating a mist of poison which inflicts damage and has a chance to poison targets nearby.",向目标区域投掷毒瓶，生成一片毒雾，对范围内敌人造成伤害并有概率使其中毒。
PROPSKILL_TXT_150172,Extended Range,Extended Range
PROPSKILL_TXT_150174,Gas Cloud,Gas Cloud
PROPSKILL_TXT_150175,Bloody Rush,Bloody Rush
PROPSKILL_TXT_150176,"Rush forward, causing slicing and bleeding the first enemy hit.","Rush forward, causing slicing and bleeding the first enemy hit."
PROPSKILL_TXT_150177,Enhanced Dash,Enhanced Dash
PROPSKILL_TXT_150178,Strong Impact,Strong Impact
PROPSKILL_TXT_150179,Bloody Release,Bloody Release
PROPSKILL_TXT_150180,Cross of Blood,Cross of Blood
PROPSKILL_TXT_150181,"Charge your blood and stomp on the ground, hurting and bleeding nearby enemies. Fully charged stomps do extra hits.","Charge your blood and stomp on the ground, hurting and bleeding nearby enemies. Fully charged stomps do extra hits."
PROPSKILL_TXT_150183,Berserk,狂暴
PROPSKILL_TXT_150184,Knockback,Knockback
PROPSKILL_TXT_150185,Bloody Thorn,Bloody Thorn
PROPSKILL_TXT_150186,Knocks back and causes bleeding with an explosion. Charging increases range.,Knocks back and causes bleeding with an explosion. Charging increases range.
PROPSKILL_TXT_150187,Critical Hit,Critical Hit
PROPSKILL_TXT_150189,Blood Penetration,Blood Penetration
PROPSKILL_TXT_150190,Storm Slash,Storm Slash
PROPSKILL_TXT_150191,Conjure up a whirlwind in front of you.,Conjure up a whirlwind in front of you.
PROPSKILL_TXT_150192,Additional Whirlwind,Additional Whirlwind
PROPSKILL_TXT_150193,Resistance Reduction,Resistance Reduction
PROPSKILL_TXT_150194,Airborne,Airborne
PROPSKILL_TXT_150195,Storm Strike,Storm Strike
PROPSKILL_TXT_150196,"Perform a lower-body strike on the target. If the target becomes knocked down from the strike, it is able to be re-casted, dealing increased damage.","Perform a lower-body strike on the target. If the target becomes knocked down from the strike, it is able to be re-casted, dealing increased damage."
PROPSKILL_TXT_150197,Fatal Strike,Fatal Strike
PROPSKILL_TXT_150198,Fall Over,Fall Over
PROPSKILL_TXT_150199,Speed Decrease,Speed Decrease
PROPSKILL_TXT_150200,Tempest Barrage,Tempest Barrage
PROPSKILL_TXT_150201,Creates a sword aura that damages nearby enemies and increases defense.,Creates a sword aura that damages nearby enemies and increases defense.
PROPSKILL_TXT_150202,Speed Increase,Speed Increase
PROPSKILL_TXT_150203,Bleeding,流血
PROPSKILL_TXT_150205,First Blood,First Blood
PROPSKILL_TXT_150206,"Deal more skill damage at the cost of extra HP cost, and restore HP when defeating bleeding enemies.","Deal more skill damage at the cost of extra HP cost, and restore HP when defeating bleeding enemies."
PROPSKILL_TXT_150207,Left Handed,Left Handed
PROPSKILL_TXT_150208,Sub-weapon attacks deal increased damage with normal attacks.,Sub-weapon attacks deal increased damage with normal attacks.
PROPSKILL_TXT_150209,Ambidextrous,Ambidextrous
PROPSKILL_TXT_150210,You become more comfortable using both of your hands simultaneously.,You become more comfortable using both of your hands simultaneously.
PROPSKILL_TXT_150211,Blood Armor,Blood Armor
PROPSKILL_TXT_150212,Damage reduction increases as HP decreases.,Damage reduction increases as HP decreases.
PROPSKILL_TXT_150213,Master of Sword,Master of Sword
PROPSKILL_TXT_150214,Reduces Slayer skill cooldowns and increases critical chance. Scales with number of swords equipped.,Reduces Slayer skill cooldowns and increases critical chance. Scales with number of swords equipped.
PROPSKILL_TXT_150215,Master of Axe,Master of Axe
PROPSKILL_TXT_150216,Increases attack power. Scaled with number of axes equipped.,Increases attack power. Scaled with number of axes equipped.
PROPSKILL_TXT_150217,Survival Stance,Survival Stance
PROPSKILL_TXT_150218,Enhance your defense shortly after being affected by a disable or immobility type debuff.,Enhance your defense shortly after being affected by a disable or immobility type debuff.
PROPSKILL_TXT_150219,Blessing of the Wise,Blessing of the Wise
PROPSKILL_TXT_150220,"Perform a blessing to remove ""disable"" type debuffs on nearby allies.","Perform a blessing to remove ""disable"" type debuffs on nearby allies."
PROPSKILL_TXT_150221,Stun Resistance,Stun Resistance
PROPSKILL_TXT_150222,DoT Resistance,DoT Resistance
PROPSKILL_TXT_150223,Area Increase,Area Increase
PROPSKILL_TXT_150224,Soul of Rhisis,莱斯神之魂
PROPSKILL_TXT_150225,"Chant a hymn which provides nearby allies and yourself with damage reduction. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.",吟唱圣歌，为周围友方及自身提供伤害减免。吟唱期间使用其他技能将中断吟唱。圣歌的效果随持续吟唱时间逐步增强。
PROPSKILL_TXT_150226,Effect Increase,Effect Increase
PROPSKILL_TXT_150228,Duration Increase,Duration Increase
PROPSKILL_TXT_150229,Celestial Barrier,天界屏障
PROPSKILL_TXT_150230,"Chant a hymn which provides nearby allies and yourself with elemental resistance. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.",吟唱圣歌，为周围友方及自身提供元素抗性。吟唱期间使用其他技能将中断吟唱。圣歌的效果随持续吟唱时间逐步增强。
PROPSKILL_TXT_150234,Heaven's Step,天界步履
PROPSKILL_TXT_150235,"Chant a hymn which provides nearby allies and yourself with increased evasion and blocking power. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.",吟唱圣歌，为周围友方及自身提升闪避与格挡能力。吟唱期间使用其他技能将中断吟唱。圣歌的效果随持续吟唱时间逐步增强。
PROPSKILL_TXT_150239,Gloria Patri,荣耀颂祷
PROPSKILL_TXT_150240,"Chant a hymn which heals nearby allies and yourself periodically. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.",吟唱圣歌，周期性地为周围友方及自身恢复生命。吟唱期间使用其他技能将中断吟唱。圣歌的治疗效果随持续吟唱时间逐步增强。
PROPSKILL_TXT_150244,Kyrie Eleison,怜恤祷言
PROPSKILL_TXT_150245,"Chant a hymn which provides nearby allies and yourself with increased vital regeneration powers. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.",吟唱圣歌，为周围友方及自身提升生命恢复效能。吟唱期间使用其他技能将中断吟唱。圣歌的效果随持续吟唱时间逐步增强。
PROPSKILL_TXT_150249,Flow of Salvation,神佑流转
PROPSKILL_TXT_150250,"Breath the flow of salvation into your target, healing them and flowing to nearby targets if they are allies, or dealing damage otherwise.",向目标释放救赎气息，对其进行治疗；若目标为友方，治疗效果将流转至附近其他友方目标；若目标为敌方，则转为造成伤害。
PROPSKILL_TXT_150251,Increased Healing,Increased Healing
PROPSKILL_TXT_150253,Increased Chain,Increased Chain
PROPSKILL_TXT_150254,Hymn - Damage Reduction,圣歌 - 伤害减免
PROPSKILL_TXT_150255,"While a hymn is being chanted, gain extra damage reduction for yourself.",吟唱圣歌期间，自身获得额外伤害减免效果。
PROPSKILL_TXT_150256,Hymn - Perfect Performance,圣歌 - 完美演绎
PROPSKILL_TXT_150257,Hymns that are chanted to completion will have their cooldowns reduced.,完成吟唱的圣歌，其冷却时间将缩短。
PROPSKILL_TXT_150258,Hymn - Quick Step,圣歌 - 迅步
PROPSKILL_TXT_150259,"While a hymn is being chanted, walking speed is increased.",吟唱圣歌期间，移动速度提升。
PROPSKILL_TXT_150260,Hymn - Liberation,圣歌 - 解放
PROPSKILL_TXT_150261,Allow other hymn skills to be chanted at the same time.,允许同时吟唱其他圣歌类技能。
PROPSKILL_TXT_150262,Nen Overflow,Nen Overflow
PROPSKILL_TXT_150263,"Unleash all your Nen to enter overflow. While in Nen overflow, certain skills Nen Enhancement variations will be used. Nen cannot be gained while in Nen overflow.","Unleash all your Nen to enter overflow. While in Nen overflow, certain skills Nen Enhancement variations will be used. Nen cannot be gained while in Nen overflow."
PROPSKILL_TXT_150264,Form Enhancement,Form Enhancement
PROPSKILL_TXT_150265,Mind Enhancement,Mind Enhancement
PROPSKILL_TXT_150266,Aura Enhancement,Aura Enhancement
PROPSKILL_TXT_150267,MP Retention,MP Retention
PROPSKILL_TXT_150268,Nen Afterimage,Nen Afterimage
PROPSKILL_TXT_150270,Power Palm,Power Palm
PROPSKILL_TXT_150271,"Attack your target, gaining Nen stacks. \n\n[Nen Enhancement]: This skill has a chance to knock the enemy down. If used during the duration of Force Grip, you will strike multiple times.","Attack your target, gaining Nen stacks. \n\n[Nen Enhancement]: This skill has a chance to knock the enemy down. If used during the duration of Force Grip, you will strike multiple times."
PROPSKILL_TXT_150272,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150273,Increased Effect,Increased Effect
PROPSKILL_TXT_150275,Initiating Strike,Initiating Strike
PROPSKILL_TXT_150276,"Attack your enemy using a strike. If the target is currently knocked down, you will dash forward to quickly close the gap. \n\n[Nen Enhancement]: Grants you tenacity when used.","Attack your enemy using a strike. If the target is currently knocked down, you will dash forward to quickly close the gap. \n\n[Nen Enhancement]: Grants you tenacity when used."
PROPSKILL_TXT_150277,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150278,Nen Enhancement,Nen Enhancement
PROPSKILL_TXT_150280,Staggering Strike,Staggering Strike
PROPSKILL_TXT_150281,Attack a single target with a chance to knock them down. \n\n[Nen Enhancement]: Increase your block rate when used.,Attack a single target with a chance to knock them down. \n\n[Nen Enhancement]: Increase your block rate when used.
PROPSKILL_TXT_150282,Increased Knockdown Chance,Increased Knockdown Chance
PROPSKILL_TXT_150283,Leg Attack,Leg Attack
PROPSKILL_TXT_150285,Force Grip,Force Grip
PROPSKILL_TXT_150286,"Grab the target, restraining both of you from moving, attacking, or using skills. \n\n[Nen Enhancement]: Allows skill usage while restraining the target.","Grab the target, restraining both of you from moving, attacking, or using skills. \n\n[Nen Enhancement]: Allows skill usage while restraining the target."
PROPSKILL_TXT_150287,Diamond Body,Diamond Body
PROPSKILL_TXT_150288,Group Binding,Group Binding
PROPSKILL_TXT_150290,Nen Sphere,Nen Sphere
PROPSKILL_TXT_150291,Focus your mind to launch a damaging orb towards your target.,Focus your mind to launch a damaging orb towards your target.
PROPSKILL_TXT_150292,Continuous Shooting,Continuous Shooting
PROPSKILL_TXT_150293,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150295,Aura Bomb,Aura Bomb
PROPSKILL_TXT_150296,"Channel energy from your surroundings for a long period of time, and target it towards a selected area for great damage.","Channel energy from your surroundings for a long period of time, and target it towards a selected area for great damage."
PROPSKILL_TXT_150297,Casting Time Reduction,Casting Time Reduction
PROPSKILL_TXT_150298,Range Enhancement,Range Enhancement
PROPSKILL_TXT_150300,Enlightenment,Enlightenment
PROPSKILL_TXT_150301,Increases knuckle damage.,Increases knuckle damage.
PROPSKILL_TXT_150302,Quick Movement,Quick Movement
PROPSKILL_TXT_150303,Critical Damage,暴击伤害
PROPSKILL_TXT_150304,Knuckle Power,Knuckle Power
PROPSKILL_TXT_150305,Bubble's Blessing,波卜尔的祝福
PROPSKILL_TXT_150306,Casts an aura that increases allies’ magic attack and critical damage. Can be re-cast to cancel.,Casts an aura that increases allies’ magic attack and critical damage. Can be re-cast to cancel.
PROPSKILL_TXT_150309,Range Extension,Range Extension
PROPSKILL_TXT_150310,Touch of Rhisis,Touch of Rhisis
PROPSKILL_TXT_150311,Casts an aura that increases nearby allies’ defense and block rate. Cannot be used with other auras at the same time. Can be re-cast to cancel.,Casts an aura that increases nearby allies’ defense and block rate. Cannot be used with other auras at the same time. Can be re-cast to cancel.
PROPSKILL_TXT_150315,Ire of Iblis,Ire of Iblis
PROPSKILL_TXT_150316,Casts an aura that increases allies’ critical resistance. Can be re-cast to cancel.,Casts an aura that increases allies’ critical resistance. Can be re-cast to cancel.
PROPSKILL_TXT_150320,Meditate,Meditate
PROPSKILL_TXT_150321,"Enter a meditative state that reduces damage taken, shortens natural HP recovery time, and increases healing effects. Can be re-cast to cancel.","Enter a meditative state that reduces damage taken, shortens natural HP recovery time, and increases healing effects. Can be re-cast to cancel."
PROPSKILL_TXT_150322,Deep Meditation,Deep Meditation
PROPSKILL_TXT_150323,Adamantine Body,Adamantine Body
PROPSKILL_TXT_150324,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150325,Nen Storage,Nen Storage
PROPSKILL_TXT_150326,Nen-consuming skills may consume only half the required stacks.,Nen-consuming skills may consume only half the required stacks.
PROPSKILL_TXT_150327,Mental Unity,Mental Unity
PROPSKILL_TXT_150328,Reduces the maximum MP penalty from Nen stacks.,Reduces the maximum MP penalty from Nen stacks.
PROPSKILL_TXT_150329,Clear Reflection,Clear Reflection
PROPSKILL_TXT_150330,"When Nen charge reaches 20, your critical hits will be more lucky, always dealing maximum damage at maximum level.","When Nen charge reaches 20, your critical hits will be more lucky, always dealing maximum damage at maximum level."
PROPSKILL_TXT_150331,Tenacity,Tenacity
PROPSKILL_TXT_150332,Debuffs applied on you do not last as long.,Debuffs applied on you do not last as long.
PROPSKILL_TXT_150333,Marked Attack,Marked Attack
PROPSKILL_TXT_150334,Normal attacks leave a mark. Hitting the same enemy 5 times deals bonus damage and grants 1 Nen stack.,Normal attacks leave a mark. Hitting the same enemy 5 times deals bonus damage and grants 1 Nen stack.
PROPSKILL_TXT_150335,Nen Acquisition,Nen Acquisition
PROPSKILL_TXT_150336,Increases your chance to gain an additional Nen stack when using Concentration.,Increases your chance to gain an additional Nen stack when using Concentration.
PROPSKILL_TXT_150337,Toxic Assault,剧毒强袭
PROPSKILL_TXT_150338,Perform a multi-hit combo on the target. Each hit has a chance to inflict poison.,对目标发动多段连击，每次命中均有概率施加中毒效果。
PROPSKILL_TXT_150339,Increased Chance,Increased Chance
PROPSKILL_TXT_150341,Increased Toxins,Increased Toxins
PROPSKILL_TXT_150342,Toxic Fury,剧毒狂怒
PROPSKILL_TXT_150343,Inflict poison on yourself to increase your power at the cost of defense.,使自身中毒，以牺牲防御为代价换取能力提升。
PROPSKILL_TXT_150345,Maintain Addiction,Maintain Addiction
PROPSKILL_TXT_150346,No Pain No Gain,No Pain No Gain
PROPSKILL_TXT_150347,Toxic Analogy,Toxic Analogy
PROPSKILL_TXT_150348,Reduces damage taken from poisoned enemies.,Reduces damage taken from poisoned enemies.
PROPSKILL_TXT_150349,Master of Toxins,Master of Toxins
PROPSKILL_TXT_150350,Increase your damage against poisoned enemies.,Increase your damage against poisoned enemies.
PROPSKILL_TXT_150351,Risk Management,Risk Management
PROPSKILL_TXT_150352,Becoming invisible has a chance to remove your own poison.,Becoming invisible has a chance to remove your own poison.
PROPSKILL_TXT_150353,Dual Ego,Dual Ego
PROPSKILL_TXT_150354,CC Attack,CC Attack
PROPSKILL_TXT_150355,Far Shot,Far Shot
PROPSKILL_TXT_150356,Party Buff,Party Buff
PROPSKILL_TXT_150357,Slowing,Slowing
PROPSKILL_TXT_150358,Incinerate,Incinerate
PROPSKILL_TXT_150359,Increased Elemental,Increased Elemental
PROPSKILL_TXT_150360,Additional Burn Damage,Additional Burn Damage
PROPSKILL_TXT_150362,Ignite,Ignite
PROPSKILL_TXT_150363,Increased Spread Damage,Increased Spread Damage
PROPSKILL_TXT_150364,Hellfire,Hellfire
PROPSKILL_TXT_150367,Wind Counter,Wind Counter
PROPSKILL_TXT_150368,Blaze Eater,Blaze Eater
PROPSKILL_TXT_150369,Ice Shard,Ice Shard
PROPSKILL_TXT_150370,Tidal Omen,Tidal Omen
PROPSKILL_TXT_150371,Increased Recovery,Increased Recovery
PROPSKILL_TXT_150373,Fire Counter,Fire Counter
PROPSKILL_TXT_150374,Aqua Veil,Aqua Veil
PROPSKILL_TXT_150375,Gale,Gale
PROPSKILL_TXT_150376,Increased Suffocate Chance,Increased Suffocate Chance
PROPSKILL_TXT_150377,Earth Counter,Earth Counter
PROPSKILL_TXT_150378,Stormveil Cloak,Stormveil Cloak
PROPSKILL_TXT_150379,EVA Storm,EVA Storm
PROPSKILL_TXT_150380,Increased Shock Chance,Increased Shock Chance
PROPSKILL_TXT_150381,Thunder Strike,雷霆之怒
PROPSKILL_TXT_150382,Water Counter,Water Counter
PROPSKILL_TXT_150383,Voltguard,Voltguard
PROPSKILL_TXT_150384,Stone Pillar,Stone Pillar
PROPSKILL_TXT_150385,Increased Explosion Range,Increased Explosion Range
PROPSKILL_TXT_150386,Swampy Area,Swampy Area
PROPSKILL_TXT_150387,Electric Counter,Electric Counter
